middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face881_45.png,img/renders/face881_-45.png,img/renders/face881_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face371_-45.png,img/renders/face371_-45.png,img/renders/face371_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face855_-45.png,img/renders/face855_45.png,img/renders/face855_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face800_45.png,img/renders/face800_-45.png,img/renders/face800_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face204_-45.png,img/renders/face204_-45.png,img/renders/face204_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face391_-45.png,img/renders/face391_-45.png,img/renders/face391_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face844_45.png,img/renders/face844_45.png,img/renders/face844_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face282_45.png,img/renders/face282_-45.png,img/renders/face282_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face749_-45.png,img/renders/face749_-45.png,img/renders/face749_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face130_-45.png,img/renders/face130_-45.png,img/renders/face130_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face901_45.png,img/renders/face901_45.png,img/renders/face901_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face805_-45.png,img/renders/face805_45.png,img/renders/face805_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face723_-45.png,img/renders/face723_45.png,img/renders/face723_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face344_45.png,img/renders/face344_45.png,img/renders/face344_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face743_45.png,img/renders/face743_-45.png,img/renders/face743_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face333_-45.png,img/renders/face333_45.png,img/renders/face333_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face359_45.png,img/renders/face359_45.png,img/renders/face359_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face993_-45.png,img/renders/face993_45.png,img/renders/face993_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face129_45.png,img/renders/face129_-45.png,img/renders/face129_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face528_-45.png,img/renders/face528_45.png,img/renders/face528_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face452_-45.png,img/renders/face452_-45.png,img/renders/face452_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face029_45.png,img/renders/face029_-45.png,img/renders/face029_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face217_45.png,img/renders/face217_45.png,img/renders/face217_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face952_45.png,img/renders/face952_-45.png,img/renders/face952_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face601_-45.png,img/renders/face601_45.png,img/renders/face601_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face383_45.png,img/renders/face383_45.png,img/renders/face383_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face495_-45.png,img/renders/face495_-45.png,img/renders/face495_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face541_45.png,img/renders/face541_45.png,img/renders/face541_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face783_45.png,img/renders/face783_45.png,img/renders/face783_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face847_-45.png,img/renders/face847_-45.png,img/renders/face847_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face121_-45.png,img/renders/face121_45.png,img/renders/face121_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face631_45.png,img/renders/face631_-45.png,img/renders/face631_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
