middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face352_-45.png,img/renders/face352_45.png,img/renders/face352_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face126_45.png,img/renders/face126_-45.png,img/renders/face126_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face401_-45.png,img/renders/face401_-45.png,img/renders/face401_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face192_45.png,img/renders/face192_45.png,img/renders/face192_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face249_-45.png,img/renders/face249_45.png,img/renders/face249_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face765_45.png,img/renders/face765_-45.png,img/renders/face765_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face862_-45.png,img/renders/face862_45.png,img/renders/face862_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face996_45.png,img/renders/face996_45.png,img/renders/face996_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face271_-45.png,img/renders/face271_-45.png,img/renders/face271_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face753_-45.png,img/renders/face753_-45.png,img/renders/face753_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face485_45.png,img/renders/face485_-45.png,img/renders/face485_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face124_-45.png,img/renders/face124_45.png,img/renders/face124_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face179_45.png,img/renders/face179_-45.png,img/renders/face179_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face854_-45.png,img/renders/face854_-45.png,img/renders/face854_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face771_45.png,img/renders/face771_45.png,img/renders/face771_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face062_-45.png,img/renders/face062_45.png,img/renders/face062_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face161_45.png,img/renders/face161_45.png,img/renders/face161_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face284_45.png,img/renders/face284_-45.png,img/renders/face284_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face229_-45.png,img/renders/face229_45.png,img/renders/face229_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face365_-45.png,img/renders/face365_-45.png,img/renders/face365_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face526_45.png,img/renders/face526_45.png,img/renders/face526_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face054_-45.png,img/renders/face054_-45.png,img/renders/face054_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face131_45.png,img/renders/face131_-45.png,img/renders/face131_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face587_-45.png,img/renders/face587_45.png,img/renders/face587_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face338_-45.png,img/renders/face338_45.png,img/renders/face338_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face509_-45.png,img/renders/face509_-45.png,img/renders/face509_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face394_45.png,img/renders/face394_45.png,img/renders/face394_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face138_45.png,img/renders/face138_-45.png,img/renders/face138_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face786_45.png,img/renders/face786_45.png,img/renders/face786_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face063_45.png,img/renders/face063_-45.png,img/renders/face063_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face182_-45.png,img/renders/face182_-45.png,img/renders/face182_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face990_45.png,img/renders/face990_45.png,img/renders/face990_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
