middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face491_-45.png,img/renders/face491_-45.png,img/renders/face491_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face773_-45.png,img/renders/face773_-45.png,img/renders/face773_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face102_-45.png,img/renders/face102_45.png,img/renders/face102_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face139_45.png,img/renders/face139_45.png,img/renders/face139_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face611_45.png,img/renders/face611_45.png,img/renders/face611_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face162_45.png,img/renders/face162_-45.png,img/renders/face162_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face152_-45.png,img/renders/face152_45.png,img/renders/face152_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face913_-45.png,img/renders/face913_-45.png,img/renders/face913_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face205_-45.png,img/renders/face205_45.png,img/renders/face205_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face959_45.png,img/renders/face959_-45.png,img/renders/face959_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face754_45.png,img/renders/face754_-45.png,img/renders/face754_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face128_-45.png,img/renders/face128_-45.png,img/renders/face128_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face273_-45.png,img/renders/face273_-45.png,img/renders/face273_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face600_-45.png,img/renders/face600_-45.png,img/renders/face600_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face447_45.png,img/renders/face447_-45.png,img/renders/face447_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face119_45.png,img/renders/face119_45.png,img/renders/face119_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face640_45.png,img/renders/face640_-45.png,img/renders/face640_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face735_-45.png,img/renders/face735_45.png,img/renders/face735_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face497_45.png,img/renders/face497_45.png,img/renders/face497_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face827_-45.png,img/renders/face827_45.png,img/renders/face827_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face710_-45.png,img/renders/face710_45.png,img/renders/face710_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face183_45.png,img/renders/face183_45.png,img/renders/face183_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face846_-45.png,img/renders/face846_-45.png,img/renders/face846_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face655_-45.png,img/renders/face655_-45.png,img/renders/face655_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face564_45.png,img/renders/face564_45.png,img/renders/face564_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face875_45.png,img/renders/face875_-45.png,img/renders/face875_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face658_45.png,img/renders/face658_-45.png,img/renders/face658_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face033_45.png,img/renders/face033_-45.png,img/renders/face033_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face238_-45.png,img/renders/face238_45.png,img/renders/face238_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face332_45.png,img/renders/face332_45.png,img/renders/face332_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face069_-45.png,img/renders/face069_45.png,img/renders/face069_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face930_45.png,img/renders/face930_45.png,img/renders/face930_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
