middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face974_45.png,img/renders/face974_-45.png,img/renders/face974_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face879_-45.png,img/renders/face879_45.png,img/renders/face879_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face700_45.png,img/renders/face700_-45.png,img/renders/face700_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face589_45.png,img/renders/face589_45.png,img/renders/face589_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face386_45.png,img/renders/face386_-45.png,img/renders/face386_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face330_45.png,img/renders/face330_45.png,img/renders/face330_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face034_-45.png,img/renders/face034_-45.png,img/renders/face034_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face639_-45.png,img/renders/face639_45.png,img/renders/face639_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face053_-45.png,img/renders/face053_45.png,img/renders/face053_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face758_45.png,img/renders/face758_-45.png,img/renders/face758_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face590_45.png,img/renders/face590_-45.png,img/renders/face590_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face538_45.png,img/renders/face538_45.png,img/renders/face538_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face343_-45.png,img/renders/face343_45.png,img/renders/face343_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face407_45.png,img/renders/face407_45.png,img/renders/face407_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face259_-45.png,img/renders/face259_-45.png,img/renders/face259_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face216_45.png,img/renders/face216_45.png,img/renders/face216_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face646_-45.png,img/renders/face646_-45.png,img/renders/face646_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face523_45.png,img/renders/face523_45.png,img/renders/face523_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face799_45.png,img/renders/face799_-45.png,img/renders/face799_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face060_-45.png,img/renders/face060_45.png,img/renders/face060_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face581_-45.png,img/renders/face581_45.png,img/renders/face581_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face678_-45.png,img/renders/face678_-45.png,img/renders/face678_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face995_-45.png,img/renders/face995_-45.png,img/renders/face995_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face672_45.png,img/renders/face672_45.png,img/renders/face672_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face524_-45.png,img/renders/face524_-45.png,img/renders/face524_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face457_45.png,img/renders/face457_-45.png,img/renders/face457_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face696_-45.png,img/renders/face696_-45.png,img/renders/face696_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face449_-45.png,img/renders/face449_-45.png,img/renders/face449_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face166_45.png,img/renders/face166_45.png,img/renders/face166_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face163_-45.png,img/renders/face163_45.png,img/renders/face163_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face237_45.png,img/renders/face237_-45.png,img/renders/face237_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face592_-45.png,img/renders/face592_45.png,img/renders/face592_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
