middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face156_-45.png,img/renders/face156_-45.png,img/renders/face156_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face871_-45.png,img/renders/face871_-45.png,img/renders/face871_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face595_45.png,img/renders/face595_45.png,img/renders/face595_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face635_45.png,img/renders/face635_-45.png,img/renders/face635_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face545_45.png,img/renders/face545_-45.png,img/renders/face545_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face666_45.png,img/renders/face666_45.png,img/renders/face666_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face468_45.png,img/renders/face468_-45.png,img/renders/face468_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face460_-45.png,img/renders/face460_45.png,img/renders/face460_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face567_45.png,img/renders/face567_45.png,img/renders/face567_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face656_-45.png,img/renders/face656_45.png,img/renders/face656_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face017_45.png,img/renders/face017_45.png,img/renders/face017_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face377_-45.png,img/renders/face377_-45.png,img/renders/face377_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face345_-45.png,img/renders/face345_-45.png,img/renders/face345_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face000_-45.png,img/renders/face000_45.png,img/renders/face000_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face325_45.png,img/renders/face325_45.png,img/renders/face325_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face225_45.png,img/renders/face225_-45.png,img/renders/face225_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face751_-45.png,img/renders/face751_45.png,img/renders/face751_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face239_45.png,img/renders/face239_-45.png,img/renders/face239_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face351_45.png,img/renders/face351_-45.png,img/renders/face351_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face235_45.png,img/renders/face235_-45.png,img/renders/face235_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face167_45.png,img/renders/face167_45.png,img/renders/face167_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face796_-45.png,img/renders/face796_45.png,img/renders/face796_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face897_-45.png,img/renders/face897_-45.png,img/renders/face897_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face763_45.png,img/renders/face763_45.png,img/renders/face763_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face277_-45.png,img/renders/face277_45.png,img/renders/face277_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face896_-45.png,img/renders/face896_45.png,img/renders/face896_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face953_-45.png,img/renders/face953_-45.png,img/renders/face953_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face422_-45.png,img/renders/face422_-45.png,img/renders/face422_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face158_-45.png,img/renders/face158_45.png,img/renders/face158_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face861_45.png,img/renders/face861_45.png,img/renders/face861_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face904_-45.png,img/renders/face904_-45.png,img/renders/face904_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face692_45.png,img/renders/face692_-45.png,img/renders/face692_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
