middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face184_-45.png,img/renders/face184_-45.png,img/renders/face184_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face925_-45.png,img/renders/face925_45.png,img/renders/face925_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face419_45.png,img/renders/face419_45.png,img/renders/face419_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face326_45.png,img/renders/face326_-45.png,img/renders/face326_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face223_-45.png,img/renders/face223_-45.png,img/renders/face223_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face171_-45.png,img/renders/face171_45.png,img/renders/face171_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face628_45.png,img/renders/face628_45.png,img/renders/face628_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face104_45.png,img/renders/face104_45.png,img/renders/face104_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face610_-45.png,img/renders/face610_-45.png,img/renders/face610_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face776_45.png,img/renders/face776_45.png,img/renders/face776_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face606_45.png,img/renders/face606_45.png,img/renders/face606_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face252_45.png,img/renders/face252_-45.png,img/renders/face252_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face935_-45.png,img/renders/face935_-45.png,img/renders/face935_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face568_45.png,img/renders/face568_-45.png,img/renders/face568_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face410_45.png,img/renders/face410_45.png,img/renders/face410_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face096_-45.png,img/renders/face096_45.png,img/renders/face096_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face980_-45.png,img/renders/face980_45.png,img/renders/face980_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face137_-45.png,img/renders/face137_45.png,img/renders/face137_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face125_-45.png,img/renders/face125_45.png,img/renders/face125_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face663_45.png,img/renders/face663_-45.png,img/renders/face663_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face921_-45.png,img/renders/face921_-45.png,img/renders/face921_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face838_-45.png,img/renders/face838_-45.png,img/renders/face838_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face441_45.png,img/renders/face441_45.png,img/renders/face441_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face687_45.png,img/renders/face687_45.png,img/renders/face687_45.png,5,1,right,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face044_45.png,img/renders/face044_-45.png,img/renders/face044_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face880_45.png,img/renders/face880_-45.png,img/renders/face880_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face233_45.png,img/renders/face233_-45.png,img/renders/face233_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face153_-45.png,img/renders/face153_45.png,img/renders/face153_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
img/renders/face005_-45.png,img/renders/face005_-45.png,img/renders/face005_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face195_45.png,img/renders/face195_-45.png,img/renders/face195_-45.png,7,0,right,"[0.08,0]","[.18,0]","[-.18,0]"
img/renders/face944_-45.png,img/renders/face944_-45.png,img/renders/face944_-45.png,6,1,left,"[0,0]","[.18,0]","[-.18,0]"
img/renders/face051_-45.png,img/renders/face051_45.png,img/renders/face051_45.png,8,0,left,"[-0.08,0]","[.18,0]","[-.18,0]"
