whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,instructsurpA1,instructsurpA2,newKey,taskTextSource,surpriseFaces,new,FriendlyKey,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,friendly_block_loop.thisRepN,friendly_block_loop.thisTrialN,friendly_block_loop.thisN,friendly_block_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg.started,task_centerImg.stopped,task_fixImg.started,task_fixImg.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,task1_stim_keyResp.started,task1_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,stimulus.started,stimulus.stopped,instructsurpA1_right.started,instructsurpA1_right.stopped,instructsurpA2_left.started,instructsurpA2_left.stopped,surprise_key_resp.keys,surprise_key_resp.rt,surprise_key_resp.started,surprise_key_resp.stopped,instruct_surprise1_2.started,instruct_surprise1_2.stopped,instruct_surp1_key_resp_2.keys,instruct_surp1_key_resp_2.rt,instructMainTask_text_2.started,instructMainTask_text_2.stopped,instructMainTask_keyResp_2.keys,instructMainTask_keyResp_2.rt,instructMainTask_keyResp_2.started,instructMainTask_keyResp_2.stopped,stimulus12.started,stimulus12.stopped,instructsurpA1_right_2.started,instructsurpA1_right_2.stopped,instructsurpA2_left_2.started,instructsurpA2_left_2.stopped,friendly_key_resp.keys,friendly_key_resp.rt,friendly_key_resp.started,friendly_key_resp.stopped,finishMessage_text.started,finishMessage_text.stopped,id,cb,friendly,errorComm,date,expName,psychopyVersion,frameRate
a_halfV_trialTable_5.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-MM-322-002-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,3.952905812,,,,,,,,,,,1,,,,,,,,,,,,,,,584.098972,584.098972,584.098972,584.3051368,584.098972,584.3051368,584.098972,584.098972,['1'],[0.36841730028390884],584.098972,584.098972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-MF-322-020-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.74749499,,,,,,,,,,,1,,,,,,,,,,,,,,,588.1387986,588.1387986,588.1387986,588.3420048,588.1387986,588.3420048,588.1387986,588.1387986,['1'],[0.3392799003049731],588.1387986,588.1387986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-209-088-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,18,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.511022044,,,,,,,,,,,1,,,,,,,,,,,,,,,591.9707873,591.9707873,591.9707873,592.1763537,591.9707873,592.1763537,591.9707873,591.9707873,['8'],[0.39156810007989407],591.9707873,591.9707873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-231-214-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,19,19,25,,,,,,,,,,,,,,,,,,,,,,,,,,,3.660320641,,,,,,,,,,,1,,,,,,,,,,,,,,,595.5626815,595.5626815,595.5626815,595.7695068,595.5626815,595.7695068,595.5626815,595.5626815,['1'],[0.3434512000530958],595.5626815,595.5626815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IF-665-015-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,20,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,3.921843687,,,,,,,,,,,1,,,,,,,,,,,,,,,599.3168178,599.3168178,599.3168178,599.5211209,599.3168178,599.5211209,599.3168178,599.3168178,['8'],[0.4285756992176175],599.3168178,599.3168178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-253-004-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.616232465,,,,,,,,,,,1,,,,,,,,,,,,,,,603.3342904,603.3342904,603.3342904,603.5358763,603.3342904,603.5358763,603.3342904,603.3342904,['1'],[0.3918589996173978],603.3342904,603.3342904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-238-242-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,22,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3.736472946,,,,,,,,,,,1,,,,,,,,,,,,,,,607.0331167,607.0331167,607.0331167,607.2387803,607.0331167,607.2387803,607.0331167,607.0331167,['8'],[0.34094190038740635],607.0331167,607.0331167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-235-170-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,23,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,3.941883768,,,,,,,,,,,1,,,,,,,,,,,,,,,610.8535889,610.8535889,610.8535889,611.0562994,610.8535889,611.0562994,610.8535889,610.8535889,['1'],[0.38545510079711676],610.8535889,610.8535889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MF-349-036-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,24,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.805611222,,,,,,,,,,,1,,,,,,,,,,,,,,,614.8806094,614.8806094,614.8806094,615.0831273,614.8806094,615.0831273,614.8806094,614.8806094,['8'],[0.41669820062816143],614.8806094,614.8806094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-019-005-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,25,25,28,,,,,,,,,,,,,,,,,,,,,,,,,,,3.73246493,,,,,,,,,,,1,,,,,,,,,,,,,,,618.7779075,618.7779075,618.7779075,618.9819402,618.7779075,618.9819402,618.7779075,618.7779075,['8'],[0.3433557003736496],618.7779075,618.7779075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-013-003-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,26,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.925851703,,,,,,,,,,,1,,,,,,,,,,,,,,,622.5941023,622.5941023,622.5941023,622.8006222,622.5941023,622.8006222,622.5941023,622.5941023,['1'],[0.5228591999039054],622.5941023,622.5941023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WM-233-106-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,27,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.887775551,,,,,,,,,,,1,,,,,,,,,,,,,,,626.612721,626.612721,626.612721,626.814466,626.612721,626.814466,626.612721,626.612721,['1'],[0.47153380047529936],626.612721,626.612721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-224-099-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,28,28,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.885771543,,,,,,,,,,,1,,,,,,,,,,,,,,,630.5933432,630.5933432,630.5933432,630.7967461,630.5933432,630.7967461,630.5933432,630.5933432,['1'],[0.32870789989829063],630.5933432,630.5933432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IM-611-306-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,29,29,20,,,,,,,,,,,,,,,,,,,,,,,,,,,3.830661323,,,,,,,,,,,0,,,,,,,,,,,,,,,634.565063,634.565063,634.565063,634.7695678,634.565063,634.7695678,634.565063,634.565063,"['1', '8']","[0.33002970088273287, 0.4588932003825903]",634.565063,634.565063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-213-056-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,30,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,3.508016032,,,,,,,,,,,1,,,,,,,,,,,,,,,638.4774905,638.4774905,638.4774905,638.6828595,638.4774905,638.6828595,638.4774905,638.4774905,['1'],[0.3087245002388954],638.4774905,638.4774905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-243-148-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,4,0,31,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.858717435,,,,,,,,,,,1,,,,,,,,,,,,,,,642.0939581,642.0939581,642.0939581,642.2978754,642.0939581,642.2978754,642.0939581,642.0939581,['8'],[0.314312600530684],642.0939581,642.0939581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,645.9558332,None,8,0.300521,655.9527188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-034-006-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,658.1840409,None,3.649298597,,,,,,,,,,,1,,,,,,,,,656.2737399,None,8,1.888359,656.2737399,None,660.2846752,None,660.2846752,660.4870841,660.2846752,660.4870841,660.2846752,None,['8'],[0.3173198001459241],660.2846752,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-725-142-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,3.51002004,,,,,,,,,,,1,,,,,,,,,,,,,,,664.0192886,664.0192886,664.0192886,664.2223239,664.0192886,664.2223239,664.0192886,664.0192886,['1'],[0.3048103991895914],664.0192886,664.0192886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MF-305-014-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,2,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,3.918837675,,,,,,,,,,,1,,,,,,,,,,,,,,,667.6090419,667.6090419,667.6090419,667.8123015,667.6090419,667.8123015,667.6090419,667.6090419,['8'],[0.3100536996498704],667.6090419,667.6090419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MF-359-019-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,3,3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,3.723446894,,,,,,,,,,,1,,,,,,,,,,,,,,,671.613731,671.613731,671.613731,671.8173476,671.613731,671.8173476,671.613731,671.613731,['8'],[0.3385640997439623],671.613731,671.613731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-035-024-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,3.791583166,,,,,,,,,,,1,,,,,,,,,,,,,,,675.4250511,675.4250511,675.4250511,675.6270802,675.4250511,675.6270802,675.4250511,675.4250511,"['1', '1']","[0.297278200276196, 2.815829500555992]",675.4250511,675.4250511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AF-203-077-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,5,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3.758517034,,,,,,,,,,,1,,,,,,,,,,,,,,,679.2978533,679.2978533,679.2978533,679.5048573,679.2978533,679.5048573,679.2978533,679.2978533,['1'],[0.513162400573492],679.2978533,679.2978533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IF-634-382-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5250501,,,,,,,,,,,1,,,,,,,,,,,,,,,683.196141,683.196141,683.196141,683.4018264,683.196141,683.4018264,683.196141,683.196141,['8'],[0.39505620021373034],683.196141,683.196141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-226-251-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.570140281,,,,,,,,,,,1,,,,,,,,,,,,,,,686.8041557,686.8041557,686.8041557,687.0110901,686.8041557,687.0110901,686.8041557,686.8041557,['1'],[0.3137892996892333],686.8041557,686.8041557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-232-204-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.725450902,,,,,,,,,,,1,,,,,,,,,,,,,,,690.4500788,690.4500788,690.4500788,690.6561969,690.4500788,690.6561969,690.4500788,690.4500788,['1'],[0.3440881995484233],690.4500788,690.4500788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-014-002-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,9,9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,3.640280561,,,,,,,,,,,0,,,,,,,,,,,,,,,694.2634939,694.2634939,694.2634939,694.469155,694.2634939,694.469155,694.2634939,694.2634939,"['8', '1']","[0.39381869975477457, 0.5627977000549436]",694.2634939,694.2634939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AF-241-141-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,10,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.873747495,,,,,,,,,,,1,,,,,,,,,,,,,,,697.9879715,697.9879715,697.9879715,698.1898749,697.9879715,698.1898749,697.9879715,697.9879715,['8'],[0.4411452002823353],697.9879715,697.9879715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-255-140-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,11,11,24,,,,,,,,,,,,,,,,,,,,,,,,,,,3.859719439,,,,,,,,,,,1,,,,,,,,,,,,,,,701.9471114,701.9471114,701.9471114,702.1528069,701.9471114,702.1528069,701.9471114,701.9471114,['1'],[0.3130868002772331],701.9471114,701.9471114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AM-250-149-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,12,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.577154309,,,,,,,,,,,1,,,,,,,,,,,,,,,705.8967677,705.8967677,705.8967677,706.1023309,705.8967677,706.1023309,705.8967677,705.8967677,['8'],[0.3602942004799843],705.8967677,705.8967677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AM-211-052-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,3,3,0,0,13,13,31,,,,,,,,,,,,,,,,,,,,,,,,,,,3.799599198,,,,,,,,,,,1,,,,,,,,,,,,,,,709.558125,709.558125,709.558125,709.7584777,709.558125,709.7584777,709.558125,709.558125,['1'],[0.48312059976160526],709.558125,709.558125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,A,A,A,2022_Jun_07_1135,face_flanker_v1,2021.2.3,240.5633044
