whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,id,cb,friendly,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.045, 0]","[-0.045, 0]",img/neutralC/CFD-AF-230-193-N.jpg,"[0.04, 0.04]",0,0,0,0,0,0,0,9,19.14731439499883,None,19.14731439499883,None,8,0.8460060630022781,19.14731439499883,None,20.040331348995096,None,3.5160320641282565,22.28298661399458,None,22.28298661399458,22.633755005997955,22.415280493994942,22.61673861500458,None,22.28298661399458,None,0,999,A,A,2022-06-07_16h39.26.246,face_flanker_v1,2022.1.4,61.15089432025031,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.045, 0]","[-0.045, 0]",img/neutralC/CFD-BM-219-141-N.jpg,"[0.04, 0.04]",0,0,0,0,0,1,1,4,,,,,,,,,,,3.8617234468937878,26.010957442005747,26.010957442005747,26.010957442005747,26.36425763000443,26.164925812001457,26.3807966280001,None,26.010957442005747,26.010957442005747,0,999,A,A,2022-06-07_16h39.26.246,face_flanker_v1,2022.1.4,61.15089432025031,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.045, 0]","[-0.045, 0]",img/neutralC/CFD-BM-223-171-N.jpg,"[0.04, 0.04]",0,0,0,0,0,2,2,13,,,,,,,,,,,3.996993987975952,30.089121479992173,30.089121479992173,30.089121479992173,30.445259606000036,30.230288227001438,30.445259606000036,None,30.089121479992173,30.089121479992173,0,999,A,A,2022-06-07_16h39.26.246,face_flanker_v1,2022.1.4,61.15089432025031,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.045, 0]","[-0.045, 0]",img/neutralC/CFD-IF-722-456-N.jpg,"[0.04, 0.04]",0,0,0,0,0,3,3,10,,,,,,,,,,,3.708416833667335,34.33056776999729,34.33056776999729,34.33056776999729,34.69560973100306,34.479193499006215,34.67930528399302,None,34.33056776999729,34.33056776999729,0,999,A,A,2022-06-07_16h39.26.246,face_flanker_v1,2022.1.4,61.15089432025031,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.045, 0]","[-0.045, 0]",img/neutralC/CFD-IM-674-281-N.jpg,"[0.04, 0.04]",0,0,0,0,0,4,4,8,,,,,,,,,,,3.5771543086172346,38.2611779459985,38.2611779459985,38.2611779459985,38.628231233000406,38.39523960600491,38.610460978001356,None,38.2611779459985,38.2611779459985,0,999,A,A,2022-06-07_16h39.26.246,face_flanker_v1,2022.1.4,61.15089432025031,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6082164328657313,,,,,,,,,,,,,,,,,,
