whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,instructsurpA1,instructsurpA2,newKey,taskTextSource,surpriseFaces,new,FriendlyKey,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,friendly_block_loop.thisRepN,friendly_block_loop.thisTrialN,friendly_block_loop.thisN,friendly_block_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg.started,task_centerImg.stopped,task_fixImg.started,task_fixImg.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,task1_stim_keyResp.started,task1_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,stimulus.started,stimulus.stopped,instructsurpA1_right.started,instructsurpA1_right.stopped,instructsurpA2_left.started,instructsurpA2_left.stopped,surprise_key_resp.keys,surprise_key_resp.rt,surprise_key_resp.started,surprise_key_resp.stopped,instruct_surprise1_2.started,instruct_surprise1_2.stopped,instruct_surp1_key_resp_2.keys,instruct_surp1_key_resp_2.rt,instructMainTask_text_2.started,instructMainTask_text_2.stopped,instructMainTask_keyResp_2.keys,instructMainTask_keyResp_2.rt,instructMainTask_keyResp_2.started,instructMainTask_keyResp_2.stopped,stimulus12.started,stimulus12.stopped,instructsurpA1_right_2.started,instructsurpA1_right_2.stopped,instructsurpA2_left_2.started,instructsurpA2_left_2.stopped,friendly_key_resp.keys,friendly_key_resp.rt,friendly_key_resp.started,friendly_key_resp.stopped,finishMessage_text.started,finishMessage_text.stopped,id,cb,friendly,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-642-295-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,58.27435049973428,None,58.27435049973428,None,8,5.54576910007745,58.27435049973428,None,63.85006919968873,None,3.7254509018036073,65.9733587000519,None,65.9733587000519,66.32833319995552,66.11425989959389,66.32222039997578,['1'],[0.5412628995254636],65.9733587000519,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-617-174-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55310621242485,69.80076679959893,69.80076679959893,69.80076679959893,70.152718199417,69.95036409981549,70.152718199417,['1'],[0.5865730997174978],69.80076679959893,69.80076679959893,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-041-001-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7274549098196395,73.45762559957802,73.45762559957802,73.45762559957802,73.81207869946957,73.60467049945146,73.81207869946957,['1'],[0.40867150016129017],73.45762559957802,73.45762559957802,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-322-002-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9849699398797593,77.28369549941272,77.28369549941272,77.28369549941272,77.63994519971311,77.43229199945927,77.63479330018163,['8'],[0.5545526007190347],77.28369549941272,77.28369549941272,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-317-061-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599198396793587,81.38324689958245,81.38324689958245,81.38324689958245,81.73877809941769,81.52885739970952,81.73251730017364,['8'],[0.5621447991579771],81.38324689958245,81.38324689958245,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-200-058-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.661322645290581,85.09008680004627,85.09008680004627,85.09008680004627,85.44499310012907,85.23681070003659,85.44499310012907,['8'],[0.5285935997962952],85.09008680004627,85.09008680004627,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-041-035-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8627254509018036,88.85392989963293,88.85392989963293,88.85392989963293,89.20887569990009,89.00383329950273,89.20887569990009,['1'],[0.37509489990770817],88.85392989963293,88.85392989963293,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-630-134-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.809619238476954,92.82638579979539,92.82638579979539,92.82638579979539,93.17945710010827,92.97720339987427,93.17945710010827,['8'],[0.47665710002183914],92.82638579979539,92.82638579979539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-733-110-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7324649298597197,96.73355629947037,96.73355629947037,96.73355629947037,97.08615539968014,96.88277690019459,97.08615539968014,['1'],[0.4755045995116234],96.73355629947037,96.73355629947037,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-016-036-N.jpg,"[0.035, 0.035]",,,,,,,,,0,0,0,0,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5370741482965933,100.56710699945688,100.56710699945688,100.56710699945688,100.91841039992869,100.71603849995881,100.91841039992869,['1'],[0.6273367004469037],100.56710699945688,100.56710699945688,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,B,A,2022_Jun_16_1200,face_flanker_v1,2021.2.3,240.36150287132048,
