whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,instructsurpA1,instructsurpA2,newKey,taskTextSource,surpriseFaces,new,FriendlyKey,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,friendly_block_loop.thisRepN,friendly_block_loop.thisTrialN,friendly_block_loop.thisN,friendly_block_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg.started,task_centerImg.stopped,task_fixImg.started,task_fixImg.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,task1_stim_keyResp.started,task1_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,stimulus.started,stimulus.stopped,instructsurpA1_right.started,instructsurpA1_right.stopped,instructsurpA2_left.started,instructsurpA2_left.stopped,surprise_key_resp.keys,surprise_key_resp.rt,surprise_key_resp.started,surprise_key_resp.stopped,instruct_surprise1_2.started,instruct_surprise1_2.stopped,instruct_surp1_key_resp_2.keys,instruct_surp1_key_resp_2.rt,instructMainTask_text_2.started,instructMainTask_text_2.stopped,instructMainTask_keyResp_2.keys,instructMainTask_keyResp_2.rt,instructMainTask_keyResp_2.started,instructMainTask_keyResp_2.stopped,stimulus_2.started,stimulus_2.stopped,instructsurpA1_right_2.started,instructsurpA1_right_2.stopped,instructsurpA2_left_2.started,instructsurpA2_left_2.stopped,friendly_key_resp.keys,friendly_key_resp.rt,friendly_key_resp.started,friendly_key_resp.stopped,finishMessage_text.started,finishMessage_text.stopped,id,cb,friendly,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,195.61550509999506,None,8,0.6237707000691444,205.5920048999833,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-033-028-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,207.13349609996658,None,1.998997995991984,,,,,,,,,,,1,,,,,,,,,206.24307099997532,None,8,0.8534800001652911,206.24307099997532,None,209.2663056999445,None,209.2663056999445,209.48018729989417,209.2663056999445,209.48018729989417,209.2663056999445,None,['1'],[0.5975768000353128],209.2663056999445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LF-238-154-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8276553106212425,,,,,,,,,,,1,,,,,,,,,,,,,,,211.3954385999823,211.3954385999823,211.3954385999823,211.59896269999444,211.3954385999823,211.59896269999444,211.3954385999823,211.3954385999823,['1'],[0.5003584001678973],211.3954385999823,211.3954385999823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-040-003-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5981963927855711,,,,,,,,,,,1,,,,,,,,,,,,,,,213.37693959998433,213.37693959998433,213.37693959998433,213.58428209996782,213.37693959998433,213.58428209996782,213.37693959998433,213.37693959998433,['1'],[0.2801466000964865],213.37693959998433,213.37693959998433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-245-111-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,3,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5260521042084167,,,,,,,,,,,1,,,,,,,,,,,,,,,215.12980939995032,215.12980939995032,215.12980939995032,215.33643309993204,215.12980939995032,215.33643309993204,215.12980939995032,215.12980939995032,['1'],[0.30256450013257563],215.12980939995032,215.12980939995032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-009-002-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,4,4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6072144288577153,,,,,,,,,,,1,,,,,,,,,,,,,,,216.79567509994376,216.79567509994376,216.79567509994376,217.0043491999386,216.79567509994376,217.0043491999386,216.79567509994376,216.79567509994376,['1'],[0.3328700001584366],216.79567509994376,216.79567509994376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-041-001-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,5,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8637274549098197,,,,,,,,,,,0,,,,,,,,,,,,,,,218.54992099991068,218.54992099991068,218.54992099991068,218.75601369992364,218.54992099991068,218.75601369992364,218.54992099991068,218.54992099991068,['1'],[0.3222418000223115],218.54992099991068,218.54992099991068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-225-127-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,6,6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8937875751503006,,,,,,,,,,,1,,,,,,,,,,,,,,,220.57517099997494,220.57517099997494,220.57517099997494,220.77513579989318,220.57517099997494,220.77513579989318,220.57517099997494,220.57517099997494,['8'],[0.37730910012032837],220.57517099997494,220.57517099997494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-034-030-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,7,7,25,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7865731462925851,,,,,,,,,,,1,,,,,,,,,,,,,,,222.61444539995864,222.61444539995864,222.61444539995864,222.82721859996673,222.61444539995864,222.82721859996673,222.61444539995864,222.61444539995864,['8'],[0.4973675002111122],222.61444539995864,222.61444539995864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-205-155-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.871743486973948,,,,,,,,,,,1,,,,,,,,,,,,,,,224.54000959999394,224.54000959999394,224.54000959999394,224.7456028999295,224.54000959999394,224.7456028999295,224.54000959999394,224.54000959999394,['8'],[0.5574418001342565],224.54000959999394,224.54000959999394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-217-189-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8557114228456912,,,,,,,,,,,1,,,,,,,,,,,,,,,226.54873229993973,226.54873229993973,226.54873229993973,226.74766079999972,226.54873229993973,226.74766079999972,226.54873229993973,226.54873229993973,['1'],[0.691005100030452],226.54873229993973,226.54873229993973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IF-672-305-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5871743486973948,,,,,,,,,,,1,,,,,,,,,,,,,,,228.57613239996135,228.57613239996135,228.57613239996135,228.782868099981,228.57613239996135,228.782868099981,228.57613239996135,228.57613239996135,['1'],[0.4884500000625849],228.57613239996135,228.57613239996135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-MM-317-061-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5561122244488979,,,,,,,,,,,1,,,,,,,,,,,,,,,230.29883529990911,230.29883529990911,230.29883529990911,230.50105549988803,230.29883529990911,230.50105549988803,230.29883529990911,230.29883529990911,['8'],[0.58864540013019],230.29883529990911,230.29883529990911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LF-236-221-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,12,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7735470941883769,,,,,,,,,,,1,,,,,,,,,,,,,,,231.9918161999667,231.9918161999667,231.9918161999667,232.20288319990505,231.9918161999667,232.20288319990505,231.9918161999667,231.9918161999667,['1'],[0.4005710001802072],231.9918161999667,231.9918161999667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LF-226-174-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8997995991983967,,,,,,,,,,,1,,,,,,,,,,,,,,,233.9176579999039,233.9176579999039,233.9176579999039,234.12203039997257,233.9176579999039,234.12203039997257,233.9176579999039,233.9176579999039,['8'],[0.42652820015791804],233.9176579999039,233.9176579999039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-030-002-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7064128256513027,,,,,,,,,,,1,,,,,,,,,,,,,,,235.96570899989456,235.96570899989456,235.96570899989456,236.17335809988435,235.96570899989456,236.17335809988435,235.96570899989456,235.96570899989456,['1'],[0.3153102000942454],235.96570899989456,235.96570899989456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-678-482-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,15,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9498997995991982,,,,,,,,,,,1,,,,,,,,,,,,,,,237.8171764999861,237.8171764999861,237.8171764999861,238.02541629993357,237.8171764999861,238.02541629993357,237.8171764999861,237.8171764999861,['8'],[0.3996837001759559],237.8171764999861,237.8171764999861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-253-202-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,16,16,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7935871743486973,,,,,,,,,,,0,,,,,,,,,,,,,,,239.91822079999838,239.91822079999838,239.91822079999838,240.12742979999166,239.91822079999838,240.12742979999166,239.91822079999838,239.91822079999838,['1'],[0.2978738001547754],239.91822079999838,239.91822079999838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-214-165-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,17,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6052104208416833,,,,,,,,,,,0,,,,,,,,,,,,,,,241.85590969992336,241.85590969992336,241.85590969992336,242.06283629999962,241.85590969992336,242.06283629999962,241.85590969992336,241.85590969992336,['8'],[0.6636931000975892],241.85590969992336,241.85590969992336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-248-128-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6342685370741483,,,,,,,,,,,1,,,,,,,,,,,,,,,243.61759959999472,243.61759959999472,243.61759959999472,243.83135339990258,243.61759959999472,243.83135339990258,243.61759959999472,243.61759959999472,['8'],[0.7582347001880407],243.61759959999472,243.61759959999472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-MF-336-016-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,19,19,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9368737474949898,,,,,,,,,,,1,,,,,,,,,,,,,,,245.39995319989976,245.39995319989976,245.39995319989976,245.59957009996288,245.39995319989976,245.59957009996288,245.39995319989976,245.39995319989976,['1'],[0.5132502000778913],245.39995319989976,245.39995319989976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-239-171-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,20,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9328657314629258,,,,,,,,,,,0,,,,,,,,,,,,,,,247.48001629998907,247.48001629998907,247.48001629998907,247.68501509993803,247.48001629998907,247.68501509993803,247.48001629998907,247.48001629998907,['8'],[0.30388320016209036],247.48001629998907,247.48001629998907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-225-130-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9208416833667334,,,,,,,,,,,1,,,,,,,,,,,,,,,249.5399907999672,249.5399907999672,249.5399907999672,249.7534808999626,249.5399907999672,249.7534808999626,249.5399907999672,249.5399907999672,['1'],[0.5476792001863942],249.5399907999672,249.5399907999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-006-017-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,22,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8577154308617234,,,,,,,,,,,0,,,,,,,,,,,,,,,251.60968009999488,251.60968009999488,251.60968009999488,251.82223659998272,251.60968009999488,251.82223659998272,251.60968009999488,251.60968009999488,['1'],[0.543581300182268],251.60968009999488,251.60968009999488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-684-008-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,23,23,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.588176352705411,,,,,,,,,,,1,,,,,,,,,,,,,,,253.6198502999032,253.6198502999032,253.6198502999032,253.82437079993542,253.6198502999032,253.82437079993542,253.6198502999032,253.6198502999032,['8'],[0.5647961001377553],253.6198502999032,253.6198502999032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-234-208-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,24,24,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9278557114228456,,,,,,,,,,,1,,,,,,,,,,,,,,,255.34613709989935,255.34613709989935,255.34613709989935,255.55950169998687,255.34613709989935,255.55950169998687,255.34613709989935,255.34613709989935,['8'],[0.5980728000868112],255.34613709989935,255.34613709989935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-253-004-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,25,25,18,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9639278557114228,,,,,,,,,,,1,,,,,,,,,,,,,,,257.44971999991685,257.44971999991685,257.44971999991685,257.66266859997995,257.44971999991685,257.66266859997995,257.44971999991685,257.44971999991685,['1'],[0.5107774001080543],257.44971999991685,257.44971999991685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WM-201-063-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,26,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,1.938877755511022,,,,,,,,,,,1,,,,,,,,,,,,,,,259.5763981998898,259.5763981998898,259.5763981998898,259.78070759994444,259.5763981998898,259.78070759994444,259.5763981998898,259.5763981998898,['8'],[0.3689881000900641],259.5763981998898,259.5763981998898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
a_halfV_trialTable_2.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-251-013-N.jpg,"[0.03, 0.03]",,,,,,,,,,,,,,,,,0,2,2,1,0,27,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8466933867735469,,,,,,,,,,,1,,,,,,,,,,,,,,,261.6297972999746,261.6297972999746,261.6297972999746,261.8324358999962,261.6297972999746,261.8324358999962,261.6297972999746,261.6297972999746,['1'],[0.5219687001081184],261.6297972999746,261.6297972999746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,A,A,2022-05-19_18h47.38.592,face_flanker_v1,2022.1.3,59.96530404823573,
