whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,instructsurpA1,instructsurpA2,newKey,taskTextSource,surpriseFaces,new,FriendlyKey,error_commKey,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,friendly_block_loop.thisRepN,friendly_block_loop.thisTrialN,friendly_block_loop.thisN,friendly_block_loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,errorComm_block_loop.thisRepN,errorComm_block_loop.thisTrialN,errorComm_block_loop.thisN,errorComm_block_loop.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_stim_keyResp.rt,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg.started,task_centerImg.stopped,task_fixImg.started,task_fixImg.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,task1_stim_keyResp.started,task1_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,instruct_surprise1_4.started,instruct_surprise1_4.stopped,instruct_surp1_key_resp_4.keys,instruct_surp1_key_resp_4.rt,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,stimulus.started,stimulus.stopped,instructsurpA1_right.started,instructsurpA1_right.stopped,instructsurpA2_left.started,instructsurpA2_left.stopped,surprise_key_resp.keys,surprise_key_resp.rt,surprise_key_resp.started,surprise_key_resp.stopped,instruct_surprise1_2.started,instruct_surprise1_2.stopped,instruct_surp1_key_resp_2.keys,instruct_surp1_key_resp_2.rt,instructMainTask_text_2.started,instructMainTask_text_2.stopped,instructMainTask_keyResp_2.keys,instructMainTask_keyResp_2.rt,instructMainTask_keyResp_2.started,instructMainTask_keyResp_2.stopped,stimulus_2.started,stimulus_2.stopped,instructsurpA1_right_2.started,instructsurpA1_right_2.stopped,instructsurpA2_left_2.started,instructsurpA2_left_2.stopped,friendly_key_resp.keys,friendly_key_resp.rt,friendly_key_resp.started,friendly_key_resp.stopped,instruct_surprise1_3.started,instruct_surprise1_3.stopped,instruct_surp1_key_resp_3.keys,instruct_surp1_key_resp_3.rt,instructMainTask_text_3.started,instructMainTask_text_3.stopped,instructMainTask_keyResp_3.keys,instructMainTask_keyResp_3.rt,instructMainTask_keyResp_3.started,instructMainTask_keyResp_3.stopped,stimulus_3.started,stimulus_3.stopped,instructsurpA1_right_3.started,instructsurpA1_right_3.stopped,instructsurpA2_left_3.started,instructsurpA2_left_3.stopped,friendly_key_resp_2.keys,friendly_key_resp_2.rt,friendly_key_resp_2.started,friendly_key_resp_2.stopped,finishMessage_text.started,finishMessage_text.stopped,id,cb,friendly,errorComm,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LM-219-295-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.28077840000333,None,155.28077840000333,None,8,12.343424899998354,155.28077840000333,None,167.67183010000736,None,1.9158316633266532,169.89149700000416,None,169.89149700000416,170.09060540000792,169.89149700000416,170.09060540000792,None,169.89149700000416,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AM-221-184-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,1,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8947895791583167,171.95820490000187,171.95820490000187,171.95820490000187,172.1591882000066,171.95820490000187,172.1591882000066,['8'],171.95820490000187,171.95820490000187,0,[0.25781609999830835],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IM-615-167-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.560120240480962,174.0150030000077,174.0150030000077,174.0150030000077,174.22882469999604,174.0150030000077,174.22882469999604,['8'],174.0150030000077,174.0150030000077,1,[0.6492560000042431],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IF-672-305-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,3,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8977955911823647,175.74291600000288,175.74291600000288,175.74291600000288,175.94670230000338,175.74291600000288,175.94670230000338,['8'],175.74291600000288,175.74291600000288,1,[0.8254826000047615],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IF-642-295-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.844689378757515,177.79297809999844,177.79297809999844,177.79297809999844,177.99818100000266,177.79297809999844,177.99818100000266,['1'],177.79297809999844,177.79297809999844,1,[0.5530605000094511],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IM-717-110-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,5,5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8607214428857715,179.79704710000078,179.79704710000078,179.79704710000078,180.00043270000606,179.79704710000078,180.00043270000606,['1'],179.79704710000078,179.79704710000078,1,[0.7552275000052759],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LF-246-129-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.593186372745491,181.82177900000534,181.82177900000534,181.82177900000534,182.03673040001013,181.82177900000534,182.03673040001013,['8'],181.82177900000534,181.82177900000534,1,[0.7789208000031067],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-211-174-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,7,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6142284569138277,183.58135720000428,183.58135720000428,183.58135720000428,183.786780800001,183.58135720000428,183.786780800001,['1'],183.58135720000428,183.58135720000428,1,[0.5723311000037938],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IF-665-015-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7224448897795592,185.3657641000027,185.3657641000027,185.3657641000027,185.57300590000523,185.3657641000027,185.57300590000523,['8'],185.3657641000027,185.3657641000027,1,[0.5472586999967461],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WM-003-002-N.jpg,"[0.03, 0.03]",,,,,,,,,,0,0,0,0,0,9,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6703406813627255,187.24123900000995,187.24123900000995,187.24123900000995,187.44057580000663,187.24123900000995,187.44057580000663,['1'],187.24123900000995,187.24123900000995,1,[0.4957808000035584],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,A,B,B,2022-05-31_17h48.59.659,face_flanker_v1,2022.1.3,59.67110480788336,
