whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,id,cb,friendly,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AF-253-130-N.jpg,"[0.03, 0.03]",1,0,1,0,0,13,13,1,,,,,,,,,,,1.597194388777555,101.05596363800578,101.05596363800578,101.05596363800578,101.25754299201071,101.05596363800578,101.25754299201071,None,101.05596363800578,101.05596363800578,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BF-012-001-N.jpg,"[0.03, 0.03]",1,0,1,0,0,14,14,19,,,,,,,,,,,1.5070140280561122,102.84459367301315,102.84459367301315,102.84459367301315,103.05764728301438,102.84459367301315,103.05764728301438,None,102.84459367301315,102.84459367301315,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-006-002-N.jpg,"[0.03, 0.03]",1,0,1,0,0,15,15,3,,,,,,,,,,,1.5551102204408818,104.58678204100579,104.58678204100579,104.58678204100579,104.79058772101416,104.58678204100579,104.79058772101416,None,104.58678204100579,104.58678204100579,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-215-247-N.jpg,"[0.03, 0.03]",1,0,1,0,0,16,16,17,,,,,,,,,,,1.7404809619238477,106.3690606970049,106.3690606970049,106.3690606970049,106.5728136060061,106.3690606970049,106.5728136060061,None,106.3690606970049,106.3690606970049,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-AM-240-191-N.jpg,"[0.03, 0.03]",1,0,1,0,0,17,17,15,,,,,,,,,,,1.9218436873747493,108.30576744201244,108.30576744201244,108.30576744201244,108.50582999401377,108.30576744201244,108.50582999401377,None,108.30576744201244,108.30576744201244,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-WF-029-002-N.jpg,"[0.03, 0.03]",1,0,1,0,0,18,18,6,,,,,,,,,,,1.7364729458917836,110.43236027899547,110.43236027899547,110.43236027899547,110.63833348700427,110.43236027899547,110.63833348700427,None,110.43236027899547,110.43236027899547,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-IM-728-041-N.jpg,"[0.03, 0.03]",1,0,1,0,0,19,19,9,,,,,,,,,,,1.8026052104208417,112.3588920290058,112.3588920290058,112.3588920290058,112.57101175401476,112.3588920290058,112.57101175401476,None,112.3588920290058,112.3588920290058,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,114.17060130700702,None,114.17060130700702,None,8,237.42707083001733,114.17060130700702,None,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-LM-215-247-N.jpg,"[0.03, 0.03]",2,0,2,0,0,0,0,17,351.6630431720114,None,351.6630431720114,None,8,0.9065142880135681,351.6630431720114,None,352.62272536501405,None,1.6142284569138277,354.88498428999446,None,354.88498428999446,355.09108647701214,354.88498428999446,355.09108647701214,None,354.88498428999446,None,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.036, 0]","[-0.036, 0]",img/neutralC/CFD-BM-217-082-N.jpg,"[0.03, 0.03]",2,0,2,0,0,1,1,8,,,,,,,,,,,1.9488977955911824,356.69261356201605,356.69261356201605,356.69261356201605,356.90586717100814,356.69261356201605,356.90586717100814,None,356.69261356201605,356.69261356201605,0,,,,,,,,,001,A,A,2022_May_19_1059,face_flanker_v1,2021.2.3,59.70088626720431,
