whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,id,cb,friendly,errorComm,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IM-717-110-N.jpg,"[0.03, 0.03]",0,0,0,0,0,0,0,16,24.619461501017213,None,24.619461501017213,None,8,0.6746603139908984,24.619461501017213,None,25.367014568066224,None,1.5450901803607215,27.587391451001167,None,27.587391451001167,27.798139363061637,27.587391451001167,27.798139363061637,None,27.587391451001167,None,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LF-210-220-N.jpg,"[0.03, 0.03]",0,0,0,0,0,1,1,9,,,,,,,,,,,1.691382765531062,29.381778557086363,29.381778557086363,29.381778557086363,29.58119308401365,29.381778557086363,29.58119308401365,None,29.381778557086363,29.381778557086363,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-242-233-N.jpg,"[0.03, 0.03]",0,0,0,0,0,2,2,13,,,,,,,,,,,1.9949899799599198,31.273580093984492,31.273580093984492,31.273580093984492,31.481402949080803,31.273580093984492,31.481402949080803,None,31.273580093984492,31.273580093984492,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BF-041-001-N.jpg,"[0.03, 0.03]",0,0,0,0,0,3,3,10,,,,,,,,,,,1.9689378757515028,33.49941635003779,33.49941635003779,33.49941635003779,33.71373515401501,33.49941635003779,33.71373515401501,None,33.49941635003779,33.49941635003779,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IF-665-015-N.jpg,"[0.03, 0.03]",0,0,0,0,0,4,4,1,,,,,,,,,,,1.5561122244488979,35.76133282203227,35.76133282203227,35.76133282203227,35.9636105770478,35.76133282203227,35.9636105770478,None,35.76133282203227,35.76133282203227,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LM-219-295-N.jpg,"[0.03, 0.03]",0,0,0,0,0,5,5,2,,,,,,,,,,,1.9629258517034067,37.52288409706671,37.52288409706671,37.52288409706671,37.73079750605393,37.52288409706671,37.73079750605393,None,37.52288409706671,37.52288409706671,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LF-249-132-N.jpg,"[0.03, 0.03]",0,0,0,0,0,6,6,3,,,,,,,,,,,1.6432865731462925,39.69987432600465,39.69987432600465,39.69987432600465,39.91339651599992,39.69987432600465,39.91339651599992,None,39.69987432600465,39.69987432600465,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LM-217-162-N.jpg,"[0.03, 0.03]",0,0,0,0,0,7,7,5,,,,,,,,,,,1.6843687374749499,41.552692768047564,41.552692768047564,41.552692768047564,41.764261192060076,41.552692768047564,41.764261192060076,None,41.552692768047564,41.552692768047564,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LF-253-003-N.jpg,"[0.03, 0.03]",0,0,0,0,0,8,8,6,,,,,,,,,,,1.7555110220440882,43.46659681503661,43.46659681503661,43.46659681503661,43.68132300302386,43.46659681503661,43.68132300302386,None,43.46659681503661,43.46659681503661,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MF-310-027-N.jpg,"[0.03, 0.03]",0,0,0,0,0,9,9,0,,,,,,,,,,,1.8627254509018034,45.4890575860627,45.4890575860627,45.4890575860627,45.697617653990164,45.4890575860627,45.697617653990164,None,45.4890575860627,45.4890575860627,0,999,A,A,A,2022-06-26_19h39.28.794,face_flanker_v1,2022.1.4,59.998670086872075,
