"id","congAcc","incongAcc","congCorr_meanRT","incongCorr_meanRT","congCorr_logMeanRT","incongCorr_logMeanRT","flankEff_meanACC","flankEff_meanRT","flankEff_logMeanRT","reported_errors","committed_errors","memoryBias_score","num_incong_errorFaces_reported_old","num_incong_errorFaces_reported_new","num_incong_corrFaces_reported_old","num_incong_corrFaces_reported_new","num_foilFaces_reported_new","num_foilFaces_reported_old","num_incong_errorFaces_reported_friendly","num_incong_errorFaces_reported_unfriendly","num_incong_corrFaces_reported_friendly","num_incong_corrFaces_reported_unfriendly","num_post_incong_errorFaces_reported_old","num_post_incong_errorFaces_reported_new","num_post_incong_correctFaces_reported_old","num_post_incong_correctFaces_reported_new","num_pre_incong_errorFaces_reported_old","num_pre_incong_errorFaces_reported_new","num_pre_incong_correctFaces_reported_old","num_pre_incong_correctFaces_reported_new","num_post_incong_errorFaces_reported_friendly","num_post_incong_errorFaces_reported_unfriendly","num_post_incong_correctFaces_reported_friendly","num_post_incong_correctFaces_reported_unfriendly","num_pre_incong_errorFaces_reported_friendly","num_pre_incong_errorFaces_reported_unfriendly","num_pre_incong_correctFaces_reported_friendly","num_pre_incong_correctFaces_reported_unfriendly","errorFaces_hit","correctFaces_hit","falseAlarm_for_both","d_prime_error","d_prime_correct"
1,0.989583333333333,0.979166666666667,0.511117261052601,0.597547132258035,0.412044222083153,0.467030281097078,-0.0104166666666667,0.0864298712054333,0.0549860590139247,6,3,-1,0,2,26,67,0,0,1,1,65,28,0,2,19,73,0,2,25,67,1,1,66,26,1,1,71,21,0,0.279569892473118,NA,NA,NA
23,0.916666666666667,0.90625,0.48340612739478,0.490581902411724,0.392097324317744,0.397331021176362,-0.0104166666666666,0.00717577501694328,0.00523369685861785,20,17,-0.176470588235294,2,7,29,58,93,3,7,2,53,34,1,8,22,62,2,5,18,68,4,5,57,27,4,3,61,25,0.222222222222222,0.333333333333333,0.03125,1.09802219363526,1.43200456812619
30,1,0.90625,0.406829290625789,0.5140937747133,0.34071265224708,0.413981962359323,-0.09375,0.107264484087511,0.0732693101122435,12,9,-0.333333333333333,0,9,8,79,0,0,4,5,49,38,1,8,7,79,0,9,4,81,7,2,43,43,2,7,50,35,0,0.0919540229885057,NA,NA,NA
31,0.979166666666667,0.885416666666667,0.457749869146241,0.551070262351491,0.374949514344432,0.437328657954867,-0.09375,0.0933203932052504,0.062379143610435,18,13,-0.384615384615385,2,9,40,45,0,0,7,4,38,47,2,9,38,42,3,8,34,49,4,7,27,53,5,6,33,50,0.181818181818182,0.470588235294118,NA,NA,NA
32,1,0.96875,0.437200591679357,0.500173716141338,0.36202155158165,0.405052900440627,-0.03125,0.062973124461981,0.0430313488589769,3,3,0,2,1,46,47,0,0,1,2,45,48,2,0,49,40,1,2,51,40,1,1,44,45,1,2,43,48,0.666666666666667,0.494623655913978,NA,NA,NA
33,0.979166666666667,0.979166666666667,0.495416365959558,0.50982026808754,0.399434196333427,0.408397821091097,0,0.0144039021279821,0.00896362475766954,4,4,0,0,2,15,79,0,0,1,1,84,10,0,2,17,75,0,2,12,78,1,1,75,17,1,1,69,21,0,0.159574468085106,NA,NA,NA
34,0.96875,0.822916666666667,0.348722496784576,0.383554959503744,0.298663527413431,0.32384803205873,-0.145833333333333,0.0348324627191673,0.0251845046452993,35,20,-0.75,4,13,16,63,91,5,9,8,49,30,2,14,14,65,2,15,17,58,10,6,47,32,10,7,54,21,0.235294117647059,0.20253164556962,0.0520833333333333,0.903458437630855,0.792368193608849
35,0.322916666666667,0.3125,0.498206622579845,0.605415133331068,0.402549330816901,0.470369239522475,-0.0104166666666667,0.107208510751223,0.0678199087055733,5,131,0.961832061068702,44,21,13,17,51,45,22,43,11,19,38,26,12,18,39,25,12,18,26,38,9,21,23,41,12,18,0.676923076923077,0.433333333333333,0.46875,0.537524264583977,-0.0894815920549932
40,1,0.895833333333333,0.433891207291917,0.541815140698111,0.359889308455217,0.432422513031101,-0.104166666666667,0.107923933406195,0.0725332045758841,15,10,-0.5,4,6,55,31,0,0,5,5,47,39,5,5,51,33,6,4,38,45,5,5,43,41,5,5,51,32,0.4,0.63953488372093,NA,NA,NA
