whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg_3.started,task_centerImg_3.stopped,task_fixImg_3.started,task_fixImg_3.stopped,first_task_stim_keyResp.keys,first_task_stim_keyResp.started,first_task_stim_keyResp.stopped,first_task_stim_keyResp.rt,blockFeedCat,fTfeed_text1_1.started,fTfeed_text1_1.stopped,fTfeed_key_1.keys,fTfeed_key_1.rt,fTfeed_key_1.started,fTfeed_key_1.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.49130860800142,None,61.49130860800142,None,8,0.969902134998847,61.49130860800142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.6821042820010916,62.50531428600152,None,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face520_-45.png,img/renders/face520_-45.png,img/renders/face520_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face520_0.png,,,,,,,,,0,0,0,1,0,0,0,28,,,,,,,,,63.77587797800152,None,1.6332665330661322,,,,,,,1,,,,,,,,,,,,,63.21964321500127,None,8,0.5255817440011015,63.21964321500127,None,65.83563557700109,None,65.83563557700109,66.04232937300185,65.83563557700109,66.04232937300185,65.83563557700109,None,None,65.83563557700109,None,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face798_-45.png,img/renders/face798_45.png,img/renders/face798_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face798_0.png,,,,,,,,,0,0,0,1,0,1,1,31,,,,,,,,,,,1.6112224448897796,,,,,,,1,,,,,,,,,,,,,,,,,,,67.4951924220004,67.4951924220004,67.4951924220004,67.70768678500099,67.4951924220004,67.70768678500099,67.4951924220004,67.4951924220004,None,67.4951924220004,67.4951924220004,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face340_45.png,img/renders/face340_45.png,img/renders/face340_45.png,5,1,right,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face340_0.png,,,,,,,,,0,0,0,1,0,2,2,20,,,,,,,,,,,1.8316633266533064,,,,,,,1,,,,,,,,,,,,,,,,,,,69.1449375350021,69.1449375350021,69.1449375350021,69.35690670099939,69.1449375350021,69.35690670099939,69.1449375350021,69.1449375350021,None,69.1449375350021,69.1449375350021,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face959_45.png,img/renders/face959_-45.png,img/renders/face959_-45.png,7,0,right,"[0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face959_0.png,,,,,,,,,0,0,0,1,0,3,3,3,,,,,,,,,,,1.5791583166332666,,,,,,,1,,,,,,,,,,,,,,,,,,,71.02703664499859,71.02703664499859,71.02703664499859,71.24107579200063,71.02703664499859,71.24107579200063,71.02703664499859,71.02703664499859,None,71.02703664499859,71.02703664499859,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face205_-45.png,img/renders/face205_-45.png,img/renders/face205_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face205_0.png,,,,,,,,,0,0,0,1,0,4,4,12,,,,,,,,,,,1.9869739478957915,,,,,,,1,,,,,,,,,,,,,,,,,,,72.64473909200024,72.64473909200024,72.64473909200024,72.85613770399868,72.64473909200024,72.85613770399868,72.64473909200024,72.64473909200024,None,72.64473909200024,72.64473909200024,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face138_-45.png,img/renders/face138_45.png,img/renders/face138_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face138_0.png,,,,,,,,,0,0,0,1,0,5,5,25,,,,,,,,,,,1.5490981963927857,,,,,,,1,,,,,,,,,,,,,,,,,,,74.67829540800085,74.67829540800085,74.67829540800085,74.88975517899962,74.67829540800085,74.88975517899962,74.67829540800085,74.67829540800085,None,74.67829540800085,74.67829540800085,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face482_45.png,img/renders/face482_-45.png,img/renders/face482_-45.png,7,0,right,"[0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face482_0.png,,,,,,,,,0,0,0,1,0,6,6,17,,,,,,,,,,,1.8897795591182365,,,,,,,1,,,,,,,,,,,,,,,,,,,76.28210126799968,76.28210126799968,76.28210126799968,76.48718703000122,76.28210126799968,76.48718703000122,76.28210126799968,76.28210126799968,['8'],76.28210126799968,76.28210126799968,[1.2480713950026256],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face112_-45.png,img/renders/face112_45.png,img/renders/face112_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face112_0.png,,,,,,,,,0,0,0,1,0,7,7,15,,,,,,,,,,,1.5130260521042085,,,,,,,1,,,,,,,,,,,,,,,,,,,77.57742544299981,None,77.57742544299981,77.78873176200068,77.57742544299981,77.78873176200068,77.57742544299981,None,['1'],77.57742544299981,None,[1.0521585150017927],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face921_-45.png,img/renders/face921_45.png,img/renders/face921_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face921_0.png,,,,,,,,,0,0,0,1,0,8,8,7,,,,,,,,,,,1.9879759519038076,,,,,,,0,,,,,,,,,,,,,,,,,,,78.67980304199955,None,78.67980304199955,78.88893322199874,78.67980304199955,78.88893322199874,78.67980304199955,None,['8'],78.67980304199955,None,[0.8808828580004047],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face582_45.png,img/renders/face582_45.png,img/renders/face582_45.png,5,1,right,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face582_0.png,,,,,,,,,0,0,0,1,0,9,9,30,,,,,,,,,,,1.8957915831663326,,,,,,,0,,,,,,,,,,,,,,,,,,,79.61357542699989,None,79.61357542699989,79.82231625400163,79.61357542699989,79.82231625400163,79.61357542699989,None,None,79.61357542699989,None,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face344_45.png,img/renders/face344_-45.png,img/renders/face344_-45.png,7,0,right,"[0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face344_0.png,,,,,,,,,0,0,0,1,0,10,10,8,,,,,,,,,,,1.714428857715431,,,,,,,1,,,,,,,,,,,,,,,,,,,81.56524597599855,81.56524597599855,81.56524597599855,81.77155855599995,81.56524597599855,81.77155855599995,81.56524597599855,81.56524597599855,['8'],81.56524597599855,81.56524597599855,[0.7039653249994444],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face321_-45.png,img/renders/face321_45.png,img/renders/face321_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face321_0.png,,,,,,,,,0,0,0,1,0,11,11,22,,,,,,,,,,,1.529058116232465,,,,,,,1,,,,,,,,,,,,,,,,,,,82.31854896200093,None,82.31854896200093,82.51911081900107,82.31854896200093,82.51911081900107,82.31854896200093,None,None,82.31854896200093,None,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face262_-45.png,img/renders/face262_-45.png,img/renders/face262_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face262_0.png,,,,,,,,,0,0,0,1,0,12,12,11,,,,,,,,,,,1.9889779559118235,,,,,,,1,,,,,,,,,,,,,,,,,,,83.88764349000121,83.88764349000121,83.88764349000121,84.10513780700057,83.88764349000121,84.10513780700057,83.88764349000121,83.88764349000121,['1'],83.88764349000121,83.88764349000121,[1.106702037002833],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face861_-45.png,img/renders/face861_45.png,img/renders/face861_45.png,8,0,left,"[-0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face861_0.png,,,,,,,,,0,0,0,1,0,13,13,6,,,,,,,,,,,1.8276553106212425,,,,,,,0,,,,,,,,,,,,,,,,,,,85.04555439400065,None,85.04555439400065,85.2544335019993,85.04555439400065,85.2544335019993,85.04555439400065,None,['8'],85.04555439400065,None,[1.2487968860004912],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face722_-45.png,img/renders/face722_-45.png,img/renders/face722_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face722_0.png,,,,,,,,,0,0,0,1,0,14,14,0,,,,,,,,,,,1.9909819639278559,,,,,,,1,,,,,,,,,,,,,,,,,,,86.34607990899895,None,86.34607990899895,86.55291525099892,86.34607990899895,86.55291525099892,86.34607990899895,None,['1'],86.34607990899895,None,[0.9882727120020718],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face697_45.png,img/renders/face697_45.png,img/renders/face697_45.png,5,1,right,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face697_0.png,,,,,,,,,0,0,0,1,0,15,15,16,,,,,,,,,,,1.942885771543086,,,,,,,1,,,,,,,,,,,,,,,,,,,87.37579071800064,None,87.37579071800064,87.58567479300109,87.37579071800064,87.58567479300109,87.37579071800064,None,None,87.37579071800064,None,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face791_-45.png,img/renders/face791_-45.png,img/renders/face791_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face791_0.png,,,,,,,,,0,0,0,1,0,16,16,2,,,,,,,,,,,1.877755511022044,,,,,,,1,,,,,,,,,,,,,,,,,,,89.35674166399986,89.35674166399986,89.35674166399986,89.56975515399972,89.35674166399986,89.56975515399972,89.35674166399986,89.35674166399986,['1'],89.35674166399986,89.35674166399986,[0.7516025290024118],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face575_45.png,img/renders/face575_-45.png,img/renders/face575_-45.png,7,0,right,"[0.08, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face575_0.png,,,,,,,,,0,0,0,1,0,17,17,27,,,,,,,,,,,1.690380761523046,,,,,,,1,,,,,,,,,,,,,,,,,,,90.17311000799964,None,90.17311000799964,90.38357316499969,90.17311000799964,90.38357316499969,90.17311000799964,None,['8'],90.17311000799964,None,[1.17521121900063],,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
alt_trialTable_2.csv,img/renders/face676_-45.png,img/renders/face676_-45.png,img/renders/face676_-45.png,6,1,left,"[0, 0]","[0.18, 0]","[-0.18, 0]",img/renders/face676_0.png,,,,,,,,,0,0,0,1,0,18,18,19,,,,,,,,,,,1.659318637274549,,,,,,,1,,,,,,,,,,,,,,,,,,,91.39502241300215,None,91.39502241300215,91.60065662399938,91.39502241300215,91.60065662399938,91.39502241300215,None,None,91.39502241300215,None,,,,,,,,,12,2022_May_10_1437,flanker-basic_v2,2021.2.3,59.41511876017794,
