middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,task_centerImg.started,task_centerImg.stopped,task_rightImg1.started,task_rightImg1.stopped,task_rightImg2.started,task_rightImg2.stopped,task_leftImg1.started,task_leftImg1.stopped,task_leftImg2.started,task_leftImg2.stopped,task_fixImg.started,task_fixImg.stopped,task_stim_keyResp.keys,task_stim_keyResp.rt,task_stim_keyResp.started,task_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,finishMessage_text.started,finishMessage_text.stopped,id,date,expName,psychopyVersion,frameRate,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,0,0,0,0,0,0,0,0,,,,,,,,,25.875512399998115,None,25.875512399998115,None,8,4.626718399998936,25.875512399998115,None,30.52154259999952,None,1.5200400801603207,32.571122400000604,32.771487300000445,32.571122400000604,32.771487300000445,32.571122400000604,32.771487300000445,32.571122400000604,32.771487300000445,32.571122400000604,32.771487300000445,32.571122400000604,None,['8'],[0.3529856999994081],32.571122400000604,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,1.7555110220440882,34.1382780999993,34.34291889999804,34.1382780999993,34.34291889999804,34.1382780999993,34.34291889999804,34.1382780999993,34.34291889999804,34.1382780999993,34.34291889999804,34.1382780999993,34.1382780999993,['1'],[0.4968872999997984],34.1382780999993,34.1382780999993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,1.7044088176352705,35.93804799999998,36.14000429999942,35.93804799999998,36.14000429999942,35.93804799999998,36.14000429999942,35.93804799999998,36.14000429999942,35.93804799999998,36.14000429999942,35.93804799999998,35.93804799999998,['1'],[0.407042899998487],35.93804799999998,35.93804799999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,1.5150300601202404,37.686621699998796,37.886198299998796,37.686621699998796,37.886198299998796,37.686621699998796,37.886198299998796,37.686621699998796,37.886198299998796,37.686621699998796,37.886198299998796,37.686621699998796,37.686621699998796,['8'],[0.47252709999884246],37.686621699998796,37.686621699998796,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.21759329999986,None,39.21759329999986,None,8,5.257451599998603,39.21759329999986,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.487218199999916,None,8,6.329839300000458,44.487218199999916,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,1,1,right,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,53.36252940000122,None,1.8867735470941884,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,50.833659399999306,None,8,2.5078553999992437,50.833659399999306,None,55.41101649999837,55.61450630000036,55.41101649999837,55.61450630000036,55.41101649999837,55.61450630000036,55.41101649999837,55.61450630000036,55.41101649999837,55.61450630000036,55.41101649999837,None,['8'],[0.44312859999990906],55.41101649999837,None,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,4,0,left,,,,,,,,,0,0,0,0,0,1,1,3,,,,,,,,,,,1.6412825651302605,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,57.33968929999901,57.54408970000077,57.33968929999901,57.54408970000077,57.33968929999901,57.54408970000077,57.33968929999901,57.54408970000077,57.33968929999901,57.54408970000077,57.33968929999901,57.33968929999901,['1'],[0.5835761999987881],57.33968929999901,57.33968929999901,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,3,0,right,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,1.814629258517034,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,59.02758189999804,59.23146279999855,59.02758189999804,59.23146279999855,59.02758189999804,59.23146279999855,59.02758189999804,59.23146279999855,59.02758189999804,59.23146279999855,59.02758189999804,59.02758189999804,['8'],[0.4337052000009862],59.02758189999804,59.02758189999804,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,2,1,left,,,,,,,,,0,0,0,0,0,3,3,1,,,,,,,,,,,1.628256513026052,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,60.887437900000805,61.08850840000014,60.887437900000805,61.08850840000014,60.887437900000805,61.08850840000014,60.887437900000805,61.08850840000014,60.887437900000805,61.08850840000014,60.887437900000805,60.887437900000805,['1'],[0.43674259999897913],60.887437900000805,60.887437900000805,,,,,,,,,,999,2022_Mar_30_0208,flanker-basic_v2,2021.2.3,237.99380740488786,
