prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,whichSurpriseBlock,topQ,bottomQ,newKey,taskTextSource,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,id,cb,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,17.17598580000049,None,17.682977000000392,None,,17.682977000000392,None,space,0.6325200000010227,17.682977000000392,None,,,,,,,,,,,,,,,,,,,,,B,2022-08-11_12h22.09.934,mfe_flanker_v1,2022.1.4,59.9716693834357,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.349032299999635,None,8,18.349032299999635,None,space,1.1815888999999515,18.349032299999635,None,,,,,,,,,,,,B,2022-08-11_12h22.09.934,mfe_flanker_v1,2022.1.4,59.9716693834357,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.550007800000458,None,8,1.1474453999999241,,,,,,,,B,2022-08-11_12h22.09.934,mfe_flanker_v1,2022.1.4,59.9716693834357,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.79562100000021,None,8,0.37272829999983514,20.79562100000021,None,,,,,,,
