middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,id,date,expName,psychopyVersion,frameRate,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,0,0,0,0,0,0,0,0,15.350251799999967,None,15.350251799999967,None,8,0.03768930000001092,15.350251799999967,None,15.406630599999971,None,1.9368737474949898,17.44903499999998,17.649210900000014,17.44903499999998,17.649210900000014,17.44903499999998,17.649210900000014,17.44903499999998,17.649210900000014,17.44903499999998,17.649210900000014,17.44903499999998,None,"['1', '8', '8', '1']","[0.4218819999999823, 0.9449427000000128, 1.5400720999999749, 1.7778309000000263]",17.44903499999998,None,0,999,2022_Apr_12_1513,flanker-basic_v2,2021.2.3,240.77587618311787,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.7184368737474949,,,,,,,,,,,,,,,,,,,,,,,
