whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg_3.started,task_centerImg_3.stopped,task_fixImg_3.started,task_fixImg_3.stopped,first_task_stim_keyResp.keys,first_task_stim_keyResp.started,first_task_stim_keyResp.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,img/renders/face120_-45.png,img/renders/face120_-45.png,img/renders/face120_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,0,0,16,,,,,,,,,46.9712286569993,None,46.9712286569993,None,8,0.631239608002943,46.9712286569993,None,47.64739190199907,None,1.938877755511022,49.709182457998395,49.92282699899806,['1'],[0.4682751360014663],49.709182457998395,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face037_-45.png,img/renders/face037_45.png,img/renders/face037_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,1.7044088176352705,51.693848946997605,51.90439793999758,None,,51.693848946997605,51.693848946997605,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face040_45.png,img/renders/face040_-45.png,img/renders/face040_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,2,2,7,,,,,,,,,,,,,,,,,,,1.911823647294589,53.4358219679998,53.63745901999937,None,,53.4358219679998,53.4358219679998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face586_-45.png,img/renders/face586_-45.png,img/renders/face586_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,1.942885771543086,55.38200511299874,55.58725458199842,['1'],[0.9990018809985486],55.38200511299874,55.38200511299874,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face395_-45.png,img/renders/face395_-45.png,img/renders/face395_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,1.7925851703406812,57.36702333399808,57.57060151299811,['1'],[0.5312485800022841],57.36702333399808,57.36702333399808,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face269_45.png,img/renders/face269_-45.png,img/renders/face269_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,5,5,6,,,,,,,,,,,,,,,,,,,1.5170340681362724,59.19675282499884,59.402733480997995,['8'],[0.6096331359985925],59.19675282499884,59.19675282499884,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face994_45.png,img/renders/face994_45.png,img/renders/face994_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,6,6,13,,,,,,,,,,,,,,,,,,,1.7084168336673347,60.74218964600004,60.952659721999225,['8'],[0.43719043899909593],60.74218964600004,60.74218964600004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face418_45.png,img/renders/face418_-45.png,img/renders/face418_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,7,7,19,,,,,,,,,,,,,,,,,,,1.629258517034068,62.48277130600036,62.68618401799904,['8'],[0.7278505229987786],62.48277130600036,62.48277130600036,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face800_-45.png,img/renders/face800_45.png,img/renders/face800_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,8,8,12,,,,,,,,,,,,,,,,,,,1.6162324649298598,64.14361581599951,64.35299228700023,['1'],[1.5658659340006125],64.14361581599951,64.14361581599951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
trialTable_practice.csv,img/renders/face482_45.png,img/renders/face482_45.png,img/renders/face482_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,9,9,15,,,,,,,,,,,,,,,,,,,1.9639278557114228,65.78944466800021,66.00018183499924,['8'],[0.5968360799997754],65.78944466800021,65.78944466800021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1441,flanker-basic_v2,2021.2.3,59.73810932402557,
