middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,task_blockText.started,task_blockText.stopped,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,task_blockReminders_keyResp.started,task_blockReminders_keyResp.stopped,task_centerImg.started,task_centerImg.stopped,task_rightImg1.started,task_rightImg1.stopped,task_rightImg2.started,task_rightImg2.stopped,task_leftImg1.started,task_leftImg1.stopped,task_leftImg2.started,task_leftImg2.stopped,task_fixImg.started,task_fixImg.stopped,task_stim_keyResp.keys,task_stim_keyResp.rt,task_stim_keyResp.started,task_stim_keyResp.stopped,blockFeedCat,task_blockFeed_text.started,task_blockFeed_text.stopped,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,task_blockFeed_keyResp.started,task_blockFeed_keyResp.stopped,id,date,expName,psychopyVersion,frameRate,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,0,0,0,0,0,0,0,3,,,,,,,,,54.95386239999789,None,54.95386239999789,None,8,14.73774890000277,54.95386239999789,None,69.71291930000007,None,1.683366733466934,71.77115979999871,71.97936050000135,71.77115979999871,71.97936050000135,71.77115979999871,71.97936050000135,71.77115979999871,71.97936050000135,71.77115979999871,71.97936050000135,71.77115979999871,None,['1'],[0.7296078999970632],71.77115979999871,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,1.9288577154308617,73.50145329999941,73.70213729999887,73.50145329999941,73.70213729999887,73.50145329999941,73.70213729999887,73.50145329999941,73.70213729999887,73.50145329999941,73.70213729999887,73.50145329999941,73.50145329999941,['1'],[1.0463276999980735],73.50145329999941,73.50145329999941,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,1.874749498997996,75.47325640000054,75.67735929999981,75.47325640000054,75.67735929999981,75.47325640000054,75.67735929999981,75.47325640000054,75.67735929999981,75.47325640000054,75.67735929999981,75.47325640000054,75.47325640000054,['8'],[0.6994579000020167],75.47325640000054,75.47325640000054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,,,,,1.9889779559118235,77.39654149999842,77.60115709999809,77.39654149999842,77.60115709999809,77.39654149999842,77.60115709999809,77.39654149999842,77.60115709999809,77.39654149999842,77.60115709999809,77.39654149999842,77.39654149999842,['1'],[0.7342265000006591],77.39654149999842,77.39654149999842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.39678439999989,None,79.39678439999989,None,8,4.056871000000683,79.39678439999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,1,0,1,0,0,0,0,2,,,,,,,,,83.47125379999852,None,83.47125379999852,None,8,1.9144482999981847,83.47125379999852,None,85.40339010000025,None,1.5651302605210422,87.44751769999857,87.65347689999908,87.44751769999857,87.65347689999908,87.44751769999857,87.65347689999908,87.44751769999857,87.65347689999908,87.44751769999857,87.65347689999908,87.44751769999857,None,['8'],[0.5393187000008766],87.44751769999857,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,1.6462925851703407,89.05911230000129,89.26223369999934,89.05911230000129,89.26223369999934,89.05911230000129,89.26223369999934,89.05911230000129,89.26223369999934,89.05911230000129,89.26223369999934,89.05911230000129,89.05911230000129,['8'],[0.4957107000009273],89.05911230000129,89.05911230000129,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,1.5851703406813626,90.7580369999996,90.96263189999809,90.7580369999996,90.96263189999809,90.7580369999996,90.96263189999809,90.7580369999996,90.96263189999809,90.7580369999996,90.96263189999809,90.7580369999996,90.7580369999996,['1'],[0.3966205999968224],90.7580369999996,90.7580369999996,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,1.9919839679358717,92.38825069999803,92.59033389999968,92.38825069999803,92.59033389999968,92.38825069999803,92.59033389999968,92.38825069999803,92.59033389999968,92.38825069999803,92.59033389999968,92.38825069999803,92.38825069999803,['1'],[0.5494230000003881],92.38825069999803,92.38825069999803,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.39396739999938,None,94.39396739999938,None,8,1.4139318999987154,94.39396739999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,2022_Mar_30_0158,flanker-basic_v2,2021.2.3,240.70864625629216,
