whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg_3.started,task_centerImg_3.stopped,task_fixImg_3.started,task_fixImg_3.stopped,first_task_stim_keyResp.keys,first_task_stim_keyResp.started,first_task_stim_keyResp.stopped,first_task_stim_keyResp.rt,blockFeedCat,fTfeed_text1_1.started,fTfeed_text1_1.stopped,fTfeed_key_1.keys,fTfeed_key_1.rt,fTfeed_key_1.started,fTfeed_key_1.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,img/renders/face037_-45.png,img/renders/face037_45.png,img/renders/face037_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,0,0,3,,,,,,,,,63.88188350200289,None,63.88188350200289,None,8,1.1421959050021542,63.88188350200289,None,65.07461420700201,None,1.9038076152304608,67.1190536710019,67.3273310730001,['1'],[0.6960310110007413],67.1190536710019,None,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face351_45.png,img/renders/face351_-45.png,img/renders/face351_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,1.540080160320641,69.04662195300261,69.25996450599996,['8'],[0.5054195699995034],69.04662195300261,69.04662195300261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face028_45.png,img/renders/face028_-45.png,img/renders/face028_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,2,2,17,,,,,,,,,,,,,,,,,,,1.528056112224449,70.60993933600184,70.8092396150023,['8'],[0.4499547129998973],70.60993933600184,70.60993933600184,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face634_-45.png,img/renders/face634_-45.png,img/renders/face634_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,3,3,11,,,,,,,,,,,,,,,,,,,1.7965931863727456,72.15997248900021,72.35967361200164,['1'],[0.47694672199941124],72.15997248900021,72.15997248900021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face586_-45.png,img/renders/face586_-45.png,img/renders/face586_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,4,4,2,,,,,,,,,,,,,,,,,,,1.654308617234469,73.97845598500135,74.19168925300255,['1'],[0.6043815129996801],73.97845598500135,73.97845598500135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face040_45.png,img/renders/face040_-45.png,img/renders/face040_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,,,1.6352705410821644,75.65928829100085,75.87452756900166,"['8', '1']","[0.42264925699782907, 1.414636621997488]",75.65928829100085,75.65928829100085,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face211_45.png,img/renders/face211_45.png,img/renders/face211_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,1.9178356713426854,77.32284971300032,77.52439124699958,['8'],[0.6400722060025146],77.32284971300032,77.32284971300032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face120_-45.png,img/renders/face120_-45.png,img/renders/face120_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,7,7,16,,,,,,,,,,,,,,,,,,,1.81062124248497,79.26128393600084,79.47356578400286,['1'],[0.5967382400012866],79.26128393600084,79.26128393600084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face269_45.png,img/renders/face269_-45.png,img/renders/face269_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,8,8,6,,,,,,,,,,,,,,,,,,,1.9509018036072143,81.09084632200029,81.28971286900196,['8'],[0.4141367899974284],81.09084632200029,81.09084632200029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face994_45.png,img/renders/face994_45.png,img/renders/face994_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,9,9,13,,,,,,,,,,,,,,,,,,,1.7905811623246493,83.07272882799953,83.27288233000218,['8'],[0.4752051470022707],83.07272882799953,83.07272882799953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face013_-45.png,img/renders/face013_-45.png,img/renders/face013_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,10,10,18,,,,,,,,,,,,,,,,,,,1.6843687374749499,84.89147680300084,85.1061345570015,['1'],[0.41356594399985624],84.89147680300084,84.89147680300084,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face581_45.png,img/renders/face581_45.png,img/renders/face581_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,11,11,8,,,,,,,,,,,,,,,,,,,1.6092184368737477,86.60787381000046,86.82178687200212,['8'],[0.35711344000083045],86.60787381000046,86.60787381000046,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face418_45.png,img/renders/face418_-45.png,img/renders/face418_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,12,12,19,,,,,,,,,,,,,,,,,,,1.7404809619238477,88.2404339450004,88.45530050900197,['8'],[0.4426161960000172],88.2404339450004,88.2404339450004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face704_45.png,img/renders/face704_45.png,img/renders/face704_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,13,13,9,,,,,,,,,,,,,,,,,,,1.5090180360721441,90.00966874500227,90.22108151800057,['8'],[0.45928643899969757],90.00966874500227,90.00966874500227,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face482_45.png,img/renders/face482_45.png,img/renders/face482_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,14,14,15,,,,,,,,,,,,,,,,,,,1.7705410821643286,91.5409050920025,91.75367409300088,['8'],[0.402010590001737],91.5409050920025,91.5409050920025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face800_-45.png,img/renders/face800_45.png,img/renders/face800_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,15,15,12,,,,,,,,,,,,,,,,,,,1.566132264529058,93.3404308370009,93.5533227470005,['8'],[0.36956647999977577],93.3404308370009,93.3404308370009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face395_-45.png,img/renders/face395_-45.png,img/renders/face395_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",,0,0,0,0,0,16,16,5,,,,,,,,,,,,,,,,,,,1.6472945891783568,94.93532500700167,95.1359182840024,['1'],[0.3456989029982651],94.93532500700167,94.93532500700167,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face559_-45.png,img/renders/face559_45.png,img/renders/face559_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,17,17,14,,,,,,,,,,,,,,,,,,,1.6923847695390781,96.60346933300025,96.80298783000035,['1'],[0.7234657039989543],96.60346933300025,96.60346933300025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
trialTable_practice.csv,img/renders/face602_-45.png,img/renders/face602_45.png,img/renders/face602_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",,0,0,0,0,0,18,18,0,,,,,,,,,,,,,,,,,,,1.7034068136272544,98.3198316320013,98.53527477900207,['1'],[0.5741475650029315],98.3198316320013,98.3198316320013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1445,flanker-basic_v2,2021.2.3,60.524951668761545,
