middleStim,rightStim1,rightStim2,leftStim1,leftStim2,stimNum,congruent,target,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_rightImg1.started,prac_rightImg1.stopped,prac_rightImg2.started,prac_rightImg2.stopped,prac_leftImg1.started,prac_leftImg1.stopped,prac_leftImg2.started,prac_leftImg2.stopped,prac_fixImg.started,prac_fixImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,id,date,expName,psychopyVersion,frameRate,
img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,0,0,0,0,0,0,0,0,21.265210299985483,None,21.265210299985483,None,8,0.012548899976536632,21.265210299985483,None,21.295460000168532,None,1.687374749498998,23.343482800060883,23.544831600040197,23.343482800060883,23.544831600040197,23.343482800060883,23.544831600040197,23.343482800060883,23.544831600040197,23.343482800060883,23.544831600040197,23.343482800060883,None,"['8', '1']","[0.29209910007193685, 1.36107619991526]",23.343482800060883,None,1,999,2022_Apr_12_1457,flanker-basic_v2,2021.2.3,240.0147847997921,
img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,0,0,0,0,0,1,1,2,,,,,,,,,,,1.8647294589178356,25.076130400178954,25.27934500016272,25.076130400178954,25.27934500016272,25.076130400178954,25.27934500016272,25.076130400178954,25.27934500016272,25.076130400178954,25.27934500016272,25.076130400178954,25.076130400178954,"['8', '1', '8', '1', '8', '1', '8', '1', '8']","[0.06955850007943809, 0.26938059995882213, 0.4364100000821054, 0.5367280999198556, 0.6693963999859989, 0.7658724999055266, 0.9164392999373376, 1.0245133000425994, 1.1426538000814617]",25.076130400178954,25.076130400178954,1,999,2022_Apr_12_1457,flanker-basic_v2,2021.2.3,240.0147847997921,
,,,,,,,,,,,,,,,,,,,,,,,,,,1.501002004008016,,,,,,,,,,,,,,,,,,,,,,,
