whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,straightFace,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,img/renders/face351_45.png,img/renders/face351_-45.png,img/renders/face351_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,1.933867735470942,59.0762670840013,59.28654952600118,['8'],[0.33479922100013937],59.0762670840013,59.0762670840013,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face800_-45.png,img/renders/face800_45.png,img/renders/face800_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,11,11,12,,,,,,,,,,,,,,,,,,,,1.6472945891783568,61.03676808000091,61.2520181439977,['1'],[0.2832387490016117],61.03676808000091,61.03676808000091,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face013_-45.png,img/renders/face013_-45.png,img/renders/face013_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,12,12,18,,,,,,,,,,,,,,,,,,,,1.913827655310621,62.701788621998276,62.90195323700027,['1'],[0.40420446500138496],62.701788621998276,62.701788621998276,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face559_-45.png,img/renders/face559_45.png,img/renders/face559_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,13,13,14,,,,,,,,,,,,,,,,,,,,1.5611222444889779,64.63336594000066,64.83473528199829,['1'],[0.3487013139965711],64.63336594000066,64.63336594000066,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face994_45.png,img/renders/face994_45.png,img/renders/face994_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,14,14,13,,,,,,,,,,,,,,,,,,,,1.902805611222445,66.21650359399791,66.4180906799993,['1'],[0.2386219109976082],66.21650359399791,66.21650359399791,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face120_-45.png,img/renders/face120_-45.png,img/renders/face120_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,15,15,16,,,,,,,,,,,,,,,,,,,,1.813627254509018,68.15197389999958,68.35409541699846,['8'],[0.26331422300063423],68.15197389999958,68.15197389999958,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face037_-45.png,img/renders/face037_45.png,img/renders/face037_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,16,16,3,,,,,,,,,,,,,,,,,,,,1.5230460921843687,70.00120545499885,70.20112852199964,['1'],[0.2619712380001147],70.00120545499885,70.00120545499885,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face269_45.png,img/renders/face269_-45.png,img/renders/face269_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,17,17,6,,,,,,,,,,,,,,,,,,,,1.714428857715431,71.57195554300051,71.7849267720012,['8'],[0.43463812000118196],71.57195554300051,71.57195554300051,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face634_-45.png,img/renders/face634_-45.png,img/renders/face634_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,18,18,11,,,,,,,,,,,,,,,,,,,,1.5841683366733466,73.33025571699909,73.5345664589986,['1'],[0.2879035180012579],73.33025571699909,73.33025571699909,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face482_45.png,img/renders/face482_45.png,img/renders/face482_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,19,19,15,,,,,,,,,,,,,,,,,,,,1.503006012024048,74.95475693800108,75.16754560099798,['8'],[0.31844001300123637],74.95475693800108,74.95475693800108,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.46965980000095,None,76.46965980000095,None,8,1.838912552997499,76.46965980000095,None,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12.598394403001294,78.35123688800013,None,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.93020833199989,None,1.8907815631262523,,,,,,,,,,,,,,,,,,,,91.51078641499771,None,8,6.396493945001566,91.51078641499771,None,,,,,,
