whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,straightFace,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,img/renders/face781_-45.png,img/renders/face781_45.png,img/renders/face781_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,0,0,1,,,,,,,,,,38.307398033000936,None,38.307398033000936,None,8,0.8366727190004895,38.307398033000936,None,39.20458892299939,None,1.7915831663326653,41.24976812299792,41.45752563499991,['1'],[1.3202434539998649],41.24976812299792,None,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face395_-45.png,img/renders/face395_-45.png,img/renders/face395_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,,1.6653306613226453,43.07228938299886,43.273561218000395,['1'],[0.5786150860003545],43.07228938299886,43.07228938299886,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face586_-45.png,img/renders/face586_-45.png,img/renders/face586_-45.png,6,1,left,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,1.8627254509018034,44.762942074998136,44.973129415000585,['1'],[0.5730388439988019],44.762942074998136,44.762942074998136,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face418_45.png,img/renders/face418_-45.png,img/renders/face418_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,3,3,19,,,,,,,,,,,,,,,,,,,,1.6182364729458918,46.65827983100098,46.87258242099779,['8'],[0.4126949049968971],46.65827983100098,46.65827983100098,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face602_-45.png,img/renders/face602_45.png,img/renders/face602_45.png,8,0,left,"[-0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,1.688376753507014,48.30628575100127,48.50572176800051,['1'],[0.42774306099818205],48.30628575100127,48.30628575100127,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face040_45.png,img/renders/face040_-45.png,img/renders/face040_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,,,,,,1.9418837675350702,50.023310873999435,50.23838112700105,['8'],[0.35065870900143636],50.023310873999435,50.023310873999435,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face581_45.png,img/renders/face581_45.png,img/renders/face581_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,6,6,8,,,,,,,,,,,,,,,,,,,,1.8206412825651304,51.98910253899885,52.18934072000047,"['1', '8']","[0.3348829710012069, 0.4579122550021566]",51.98910253899885,51.98910253899885,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face211_45.png,img/renders/face211_45.png,img/renders/face211_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,1.8947895791583167,53.833857980000175,54.03744417999769,['8'],[0.44910832299865433],53.833857980000175,53.833857980000175,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face028_45.png,img/renders/face028_-45.png,img/renders/face028_-45.png,7,0,right,"[0.058, 0]","[0.14, 0]","[-0.14, 0]",0,0,0,0,0,8,8,17,,,,,,,,,,,,,,,,,,,,1.5511022044088176,55.760773568999866,55.97007265399952,['8'],[0.38319685900205513],55.760773568999866,55.760773568999866,1,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
trialTable_practice.csv,img/renders/face704_45.png,img/renders/face704_45.png,img/renders/face704_45.png,5,1,right,"[0, 0]","[0.13, 0]","[-0.13, 0]",0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,1.6973947895791581,57.34173252400069,57.55317425400062,['1'],[0.40335359099844936],57.34173252400069,57.34173252400069,0,,,,,,,,,,,,,,,,,,,12,2022_May_10_1223,flanker-basic_v2,2021.2.3,60.44861431285856,
