prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,id,cb,date,expName,psychopyVersion,frameRate,
,,,,,,,,28.957981800000198,None,29.45769250000012,None,,29.45769250000012,None,space,0.5764749999998457,29.45769250000012,None,,,,,,,,,,,,,,,C,2022-08-11_13h09.46.795,mfe_flanker_v1,2022.1.4,60.05104338668154,
,,,,,,,,,,,,,,,,,,,30.059211799999503,None, ,30.059211799999503,None,space,0.35716930000035063,30.059211799999503,None,,,,,,C,2022-08-11_13h09.46.795,mfe_flanker_v1,2022.1.4,60.05104338668154,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.445831999999427,None,8,0.4162052000001495,,C,2022-08-11_13h09.46.795,mfe_flanker_v1,2022.1.4,60.05104338668154,
