whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg_3.started,task_centerImg_3.stopped,task_fixImg_3.started,task_fixImg_3.stopped,first_task_stim_keyResp.keys,first_task_stim_keyResp.started,first_task_stim_keyResp.stopped,first_task_stim_keyResp.rt,blockFeedCat,id,date,expName,psychopyVersion,frameRate,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face713_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,21,21,30,,,,,,,,,,,1.875751503006012,,,,,,,0,,,,,,,,,,,,,,,,,,,200.17791260199738,200.17791260199738,200.17791260199738,200.38409917499666,200.17791260199738,200.38409917499666,200.17791260199738,200.17791260199738,None,200.17791260199738,200.17791260199738,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face803_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,22,22,3,,,,,,,,,,,1.8937875751503006,,,,,,,0,,,,,,,,,,,,,,,,,,,202.12523650500225,202.12523650500225,202.12523650500225,202.33238098899892,202.12523650500225,202.33238098899892,202.12523650500225,202.12523650500225,['1'],202.12523650500225,202.12523650500225,[0.6214261420027469],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face235_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,23,23,28,,,,,,,,,,,1.8937875751503006,,,,,,,0,,,,,,,,,,,,,,,,,,,202.81111322099605,None,202.81111322099605,203.0169144850006,202.81111322099605,203.0169144850006,202.81111322099605,None,['8'],202.81111322099605,None,[0.7085735250002472],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face910_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,24,24,22,,,,,,,,,,,1.9579158316633265,,,,,,,0,,,,,,,,,,,,,,,,,,,203.60473451599682,None,203.60473451599682,203.81680045100074,203.60473451599682,203.81680045100074,203.60473451599682,None,['1'],203.60473451599682,None,[0.6099821219977457],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face543_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,25,25,27,,,,,,,,,,,1.531062124248497,,,,,,,0,,,,,,,,,,,,,,,,,,,204.28010507400177,None,204.28010507400177,204.48320586299815,204.28010507400177,204.48320586299815,204.28010507400177,None,['8'],204.28010507400177,None,[0.8555068459972972],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face717_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,26,26,23,,,,,,,,,,,1.8316633266533064,,,,,,,0,,,,,,,,,,,,,,,,,,,205.21400378600083,None,205.21400378600083,205.41596007499902,205.21400378600083,205.41596007499902,205.21400378600083,None,['8'],205.21400378600083,None,[0.707960595995246],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face696_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,27,27,21,,,,,,,,,,,1.7004008016032064,,,,,,,0,,,,,,,,,,,,,,,,,,,205.9928544669965,None,205.9928544669965,206.19713775599666,205.9928544669965,206.19713775599666,205.9928544669965,None,['8'],205.9928544669965,None,[0.6147920229996089],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face043_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,28,28,11,,,,,,,,,,,1.527054108216433,,,,,,,0,,,,,,,,,,,,,,,,,,,206.6727843059998,None,206.6727843059998,206.88249324999924,206.6727843059998,206.88249324999924,206.6727843059998,None,['8'],206.6727843059998,None,[0.9599914150021505],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face178_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,29,29,9,,,,,,,,,,,1.5470941883767535,,,,,,,0,,,,,,,,,,,,,,,,,,,207.71193428200058,None,207.71193428200058,207.91563074399892,207.71193428200058,207.91563074399892,207.71193428200058,None,['1'],207.71193428200058,None,[0.5929081079957541],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face590_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,30,30,5,,,,,,,,,,,1.8507014028056112,,,,,,,0,,,,,,,,,,,,,,,,,,,208.37802715600264,None,208.37802715600264,208.58227564099798,208.37802715600264,208.58227564099798,208.37802715600264,None,['1'],208.37802715600264,None,[0.7301183579984354],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face900_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,31,31,7,,,,,,,,,,,1.557114228456914,,,,,,,0,,,,,,,,,,,,,,,,,,,209.17525685099827,None,209.17525685099827,209.38164987100026,209.17525685099827,209.38164987100026,209.17525685099827,None,['8'],209.17525685099827,None,[0.6584650830045575],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
