whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,first_block_loop.thisRepN,first_block_loop.thisTrialN,first_block_loop.thisN,first_block_loop.thisIndex,firstTrial_loop.thisRepN,firstTrial_loop.thisTrialN,firstTrial_loop.thisN,firstTrial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,key_resp_counterbalance1.keys,key_resp_counterbalance1.rt,key_resp_counterbalance1.started,key_resp_counterbalance1.stopped,firstT_text1.started,firstT_text1.stopped,firstT_key.keys,firstT_key.rt,firstT_key.started,firstT_key.stopped,bigFace_2.started,bigFace_2.stopped,cover_background.started,cover_background.stopped,task_centerImg_3.started,task_centerImg_3.stopped,task_fixImg_3.started,task_fixImg_3.stopped,first_task_stim_keyResp.keys,first_task_stim_keyResp.started,first_task_stim_keyResp.stopped,first_task_stim_keyResp.rt,blockFeedCat,id,date,expName,psychopyVersion,frameRate,
trialTable_practice.csv,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.46947929500311,None,63.46947929500311,None,8,97.57549439799914,63.46947929500311,None,,,,,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1.9332205169994268,161.09108198600006,None,,,,,,,,,,,,,,,,,,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face550_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,0,0,1,,,,,,,,,164.2934608400028,None,1.9078156312625252,,,,,,,1,,,,,,,,,,,,,163.0575934380031,None,8,1.2078925729947514,163.0575934380031,None,166.37987745000282,None,166.37987745000282,166.59191071100213,166.37987745000282,166.59191071100213,166.37987745000282,None,None,166.37987745000282,None,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face954_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,1,1,17,,,,,,,,,,,1.8306613226452906,,,,,,,1,,,,,,,,,,,,,,,,,,,168.35815496499708,168.35815496499708,168.35815496499708,168.55938337899715,168.35815496499708,168.55938337899715,168.35815496499708,168.35815496499708,None,168.35815496499708,168.35815496499708,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face188_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,2,2,0,,,,,,,,,,,1.9038076152304608,,,,,,,1,,,,,,,,,,,,,,,,,,,170.23262699099723,170.23262699099723,170.23262699099723,170.44203125000058,170.23262699099723,170.44203125000058,170.23262699099723,170.23262699099723,None,170.23262699099723,170.23262699099723,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face570_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,3,3,19,,,,,,,,,,,1.9869739478957915,,,,,,,1,,,,,,,,,,,,,,,,,,,172.19930698799726,172.19930698799726,172.19930698799726,172.40793008699984,172.19930698799726,172.40793008699984,172.19930698799726,172.19930698799726,None,172.19930698799726,172.19930698799726,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face401_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,4,4,2,,,,,,,,,,,1.8286573146292584,,,,,,,1,,,,,,,,,,,,,,,,,,,174.24823915099842,174.24823915099842,174.24823915099842,174.45657799499895,174.24823915099842,174.45657799499895,174.24823915099842,174.24823915099842,None,174.24823915099842,174.24823915099842,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face082_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,5,5,18,,,,,,,,,,,1.687374749498998,,,,,,,1,,,,,,,,,,,,,,,,,,,176.1510142729967,176.1510142729967,176.1510142729967,176.3559548389967,176.1510142729967,176.3559548389967,176.1510142729967,176.1510142729967,None,176.1510142729967,176.1510142729967,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face671_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,6,6,4,,,,,,,,,,,1.8476953907815632,,,,,,,1,,,,,,,,,,,,,,,,,,,177.89847430100053,177.89847430100053,177.89847430100053,178.10643318099756,177.89847430100053,178.10643318099756,177.89847430100053,177.89847430100053,None,177.89847430100053,177.89847430100053,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face887_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,7,7,10,,,,,,,,,,,1.8006012024048095,,,,,,,1,,,,,,,,,,,,,,,,,,,179.81255899200187,179.81255899200187,179.81255899200187,180.0221793189994,179.81255899200187,180.0221793189994,179.81255899200187,179.81255899200187,None,179.81255899200187,179.81255899200187,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face681_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,8,8,20,,,,,,,,,,,1.6673346693386772,,,,,,,1,,,,,,,,,,,,,,,,,,,181.6801025370005,181.6801025370005,181.6801025370005,181.8890549659991,181.6801025370005,181.8890549659991,181.6801025370005,181.6801025370005,None,181.6801025370005,181.6801025370005,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face466_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,9,9,13,,,,,,,,,,,1.660320641282565,,,,,,,1,,,,,,,,,,,,,,,,,,,183.40862152999762,183.40862152999762,183.40862152999762,183.62180085,183.40862152999762,183.62180085,183.40862152999762,183.40862152999762,None,183.40862152999762,183.40862152999762,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face514_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,10,10,25,,,,,,,,,,,1.845691382765531,,,,,,,1,,,,,,,,,,,,,,,,,,,185.13347239600262,185.13347239600262,185.13347239600262,185.33791443699738,185.13347239600262,185.33791443699738,185.13347239600262,185.13347239600262,None,185.13347239600262,185.13347239600262,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face498_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,11,11,8,,,,,,,,,,,1.6933867735470942,,,,,,,0,,,,,,,,,,,,,,,,,,,187.04682772100205,187.04682772100205,187.04682772100205,187.25330449199828,187.04682772100205,187.25330449199828,187.04682772100205,187.04682772100205,['1'],187.04682772100205,187.04682772100205,[0.7883467310020933],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face030_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,12,12,29,,,,,,,,,,,1.586172344689379,,,,,,,0,,,,,,,,,,,,,,,,,,,187.90148966199922,None,187.90148966199922,188.10367014200165,187.90148966199922,188.10367014200165,187.90148966199922,None,None,187.90148966199922,None,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face260_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,13,13,12,,,,,,,,,,,1.6943887775551103,,,,,,,0,,,,,,,,,,,,,,,,,,,189.55914784700144,189.55914784700144,189.55914784700144,189.76992760600115,189.55914784700144,189.76992760600115,189.55914784700144,189.55914784700144,['1'],189.55914784700144,189.55914784700144,[0.680482078998466],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face800_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,14,14,14,,,,,,,,,,,1.6052104208416833,,,,,,,0,,,,,,,,,,,,,,,,,,,190.32425600900024,None,190.32425600900024,190.5364375900026,190.32425600900024,190.5364375900026,190.32425600900024,None,['8'],190.32425600900024,None,[0.633696543998667],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face916_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,15,15,26,,,,,,,,,,,1.5300601202404809,,,,,,,0,,,,,,,,,,,,,,,,,,,191.02913357900252,None,191.02913357900252,191.23435264400177,191.02913357900252,191.23435264400177,191.02913357900252,None,None,191.02913357900252,None,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face984_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,16,16,31,,,,,,,,,,,1.625250501002004,,,,,,,0,,,,,,,,,,,,,,,,,,,192.630697847002,192.630697847002,192.630697847002,192.83603708999726,192.630697847002,192.83603708999726,192.630697847002,192.630697847002,['1'],192.630697847002,192.630697847002,[0.5291034409965505],,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face556_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,17,17,15,,,,,,,,,,,1.531062124248497,,,,,,,0,,,,,,,,,,,,,,,,,,,193.24561051899946,None,193.24561051899946,193.45074671800103,193.24561051899946,193.45074671800103,193.24561051899946,None,None,193.24561051899946,None,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face698_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,18,18,24,,,,,,,,,,,1.6212424849699398,,,,,,,0,,,,,,,,,,,,,,,,,,,194.84058592600195,194.84058592600195,194.84058592600195,195.05231154600187,194.84058592600195,195.05231154600187,194.84058592600195,194.84058592600195,None,194.84058592600195,194.84058592600195,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face575_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,19,19,6,,,,,,,,,,,1.8937875751503006,,,,,,,0,,,,,,,,,,,,,,,,,,,196.52111714700004,196.52111714700004,196.52111714700004,196.73512981500244,196.52111714700004,196.73512981500244,196.52111714700004,196.52111714700004,None,196.52111714700004,196.52111714700004,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
alt_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.03, 0]","[-0.03, 0]",img/renders/face058_0.png,"[0.02, 0.02]",,,,,,,,,0,0,0,2,0,20,20,16,,,,,,,,,,,1.628256513026052,,,,,,,0,,,,,,,,,,,,,,,,,,,198.47940307299723,198.47940307299723,198.47940307299723,198.6846781130007,198.47940307299723,198.6846781130007,198.47940307299723,198.47940307299723,None,198.47940307299723,198.47940307299723,,,12,2022_May_10_1916,flanker-basic_v2,2021.2.3,59.97264983204968,
