whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,id,cb,friendly,errorComm,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AF-212-097-N.jpg,"[0.03, 0.03]",0,0,0,0,0,10,10,4,,,,,,,,,,,3.840681362725451,64.8056378000183,64.8056378000183,64.8056378000183,65.01178000000073,64.94525859999703,65.0451298999833,None,64.8056378000183,64.8056378000183,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-039-025-N.jpg,"[0.03, 0.03]",0,0,0,0,0,11,11,12,,,,,,,,,,,3.5380761523046096,68.82179790001828,68.82179790001828,68.82179790001828,69.02781569998479,68.96190960000968,69.06151779997163,None,68.82179790001828,68.82179790001828,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AM-206-086-N.jpg,"[0.03, 0.03]",0,0,0,0,0,12,12,16,,,,,,,,,,,3.7404809619238475,72.49835509998957,72.49835509998957,72.49835509998957,72.71234079997521,72.62814190000063,72.72922999999719,None,72.49835509998957,72.49835509998957,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LF-221-002-N.jpg,"[0.03, 0.03]",0,0,0,0,0,13,13,10,,,,,,,,,,,3.9128256513026054,76.39475079998374,76.39475079998374,76.39475079998374,76.59408880001865,76.52733050001552,76.62733519996982,None,76.39475079998374,76.39475079998374,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-020-001-N.jpg,"[0.03, 0.03]",0,0,0,0,0,14,14,11,,,,,,,,,,,3.6963927855711423,80.45006260002265,80.45006260002265,80.45006260002265,80.66030380001757,80.57711810001638,80.67764160002116,None,80.45006260002265,80.45006260002265,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WF-221-005-N.jpg,"[0.03, 0.03]",0,0,0,0,0,15,15,18,,,,,,,,,,,3.5811623246492985,84.30697650002548,84.30697650002548,84.30697650002548,84.51013319997583,84.44325539999409,84.54313549998915,None,84.30697650002548,84.30697650002548,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AF-228-173-N.jpg,"[0.03, 0.03]",0,0,0,0,0,16,16,9,,,,,,,,,,,3.700400801603206,88.03797329997178,88.03797329997178,88.03797329997178,88.24297329998808,88.17618220002623,88.27620279998519,None,88.03797329997178,88.03797329997178,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AF-238-185-N.jpg,"[0.03, 0.03]",0,0,0,0,0,17,17,1,,,,,,,,,,,3.8196392785571143,91.88358000002336,91.88358000002336,91.88358000002336,92.09285369998543,92.02553019998595,92.12571029999526,None,91.88358000002336,91.88358000002336,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MM-303-002-N.jpg,"[0.03, 0.03]",0,0,0,0,0,18,18,0,,,,,,,,,,,3.6392785571142285,95.87501279998105,95.87501279998105,95.87501279998105,96.07628009998007,96.00888139999006,96.10891760000959,None,95.87501279998105,95.87501279998105,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-AM-236-090-N.jpg,"[0.03, 0.03]",0,0,0,0,0,19,19,6,,,,,,,,,,,3.624248496993988,99.66661329998169,99.66661329998169,99.66661329998169,99.8760462999926,99.80836899997666,99.90866850002203,None,99.66661329998169,99.66661329998169,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
