whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,id,cb,friendly,errorComm,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BF-028-001-N.jpg,"[0.03, 0.03]",0,0,0,0,0,0,0,8,23.51205319998553,None,23.51205319998553,None,8,0.4588025999837555,23.51205319998553,None,24.022234199976083,None,3.8256513026052104,26.24084609997226,None,26.24084609997226,26.44876539998222,26.367398499976844,26.482360799971502,None,26.24084609997226,None,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-IM-617-174-N.jpg,"[0.03, 0.03]",0,0,0,0,0,1,1,19,,,,,,,,,,,3.730460921843687,30.240605400002096,30.240605400002096,30.240605400002096,30.450167200004216,30.382027500018012,30.481833199970424,None,30.240605400002096,30.240605400002096,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BF-049-032-N.jpg,"[0.03, 0.03]",0,0,0,0,0,2,2,2,,,,,,,,,,,3.9268537074148298,34.135853499989025,34.135853499989025,34.135853499989025,34.34833210002398,34.264948799973354,34.36519069998758,None,34.135853499989025,34.135853499989025,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BF-205-141-N.jpg,"[0.03, 0.03]",0,0,0,0,0,3,3,3,,,,,,,,,,,3.5150300601202407,38.22624899999937,38.22624899999937,38.22624899999937,38.43093500001123,38.347546299977694,38.447723200020846,None,38.22624899999937,38.22624899999937,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-LF-222-147-N.jpg,"[0.03, 0.03]",0,0,0,0,0,4,4,17,,,,,,,,,,,3.503006012024048,41.89964229997713,41.89964229997713,41.89964229997713,42.11425169999711,42.03091500001028,42.13081529998453,None,41.89964229997713,41.89964229997713,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-WM-225-127-N.jpg,"[0.03, 0.03]",0,0,0,0,0,5,5,7,,,,,,,,,,,3.588176352705411,45.56546199996956,45.56546199996956,45.56546199996956,45.7804600999807,45.697268899995834,45.7971296000178,None,45.56546199996956,45.56546199996956,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BM-038-001-N.jpg,"[0.03, 0.03]",0,0,0,0,0,6,6,14,,,,,,,,,,,3.715430861723447,49.31867609999608,49.31867609999608,49.31867609999608,49.53063639998436,49.44742280000355,49.547641600016505,None,49.31867609999608,49.31867609999608,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MF-306-003-N.jpg,"[0.03, 0.03]",0,0,0,0,0,7,7,13,,,,,,,,,,,3.584168336673347,53.21764559997246,53.21764559997246,53.21764559997246,53.429806099971756,53.34606630000053,53.4466985000181,None,53.21764559997246,53.21764559997246,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-MM-308-001-N.jpg,"[0.03, 0.03]",0,0,0,0,0,8,8,15,,,,,,,,,,,3.562124248496994,56.9766739999759,56.9766739999759,56.9766739999759,57.1795764999697,57.112934899982065,57.21267490001628,None,56.9766739999759,56.9766739999759,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.033, 0]","[-0.033, 0]",img/neutralC/CFD-BF-047-003-N.jpg,"[0.03, 0.03]",0,0,0,0,0,9,9,5,,,,,,,,,,,3.9509018036072145,60.69890499999747,60.69890499999747,60.69890499999747,60.91255110001657,60.82869589998154,60.92875710001681,None,60.69890499999747,60.69890499999747,0,999,A,A,A,2022-06-06_12h52.31.217,face_flanker_v1,2022.1.4,60.072507509202794,
