whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,prac_blockText.started,prac_blockText.stopped,prac_reminder_text.started,prac_reminder_text.stopped,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,prac_reminder_keyResp.started,prac_reminder_keyResp.stopped,initFixation_img.started,initFixation_img.stopped,ISI,bigFace.started,bigFace.stopped,cover_background_2.started,cover_background_2.stopped,prac_centerImg.started,prac_centerImg.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,prac_stim_keyResp.started,prac_stim_keyResp.stopped,accuracy,prac_blockFeed_text.started,prac_blockFeed_text.stopped,prac_pressContinue.started,prac_pressContinue.stopped,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.stopped,id,cb,friendly,date,expName,psychopyVersion,frameRate,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-620-218-N.jpg,"[0.035, 0.035]",1,0,1,0,0,7,7,12,,,,,,,,,,,3.6382765531062122,157.79329726396827,157.79329726396827,157.79329726396827,158.15479300398147,157.93796230101725,158.13740033999784,['left'],[0.479257763014175],157.79329726396827,157.79329726396827,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-049-032-N.jpg,"[0.035, 0.035]",1,0,1,0,0,8,8,0,,,,,,,,,,,3.8697394789579156,161.67060561996186,161.67060561996186,161.67060561996186,162.02107240998885,161.81251490698196,162.02107240998885,['left'],[0.6262714100303128],161.67060561996186,161.67060561996186,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-231-260-N.jpg,"[0.035, 0.035]",1,0,1,0,0,9,9,11,,,,,,,,,,,3.7545090180360723,165.77389004296856,165.77389004296856,165.77389004296856,166.13756878697313,165.90437472000485,166.10534186696168,['left'],[0.7078218630049378],165.77389004296856,165.77389004296856,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-018-001-N.jpg,"[0.035, 0.035]",1,0,1,0,0,10,10,8,,,,,,,,,,,3.7905811623246493,169.7411473899847,169.7411473899847,169.7411473899847,170.10462868097238,169.87042652699165,170.07088738697348,['right'],[0.5893857349874452],169.7411473899847,169.7411473899847,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-039-018-N.jpg,"[0.035, 0.035]",1,0,1,0,0,11,11,13,,,,,,,,,,,3.9989979959919837,173.75837538699852,173.75837538699852,173.75837538699852,174.1218430000008,173.88756263599498,174.08775860397145,['right'],[0.6728046109783463],173.75837538699852,173.75837538699852,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-246-087-N.jpg,"[0.035, 0.035]",1,0,1,0,0,12,12,3,,,,,,,,,,,3.812625250501002,177.99612939101644,177.99612939101644,177.99612939101644,178.3541907359613,178.13766923797084,178.33752719301265,['left'],[0.6584070450044237],177.99612939101644,177.99612939101644,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-224-002-N.jpg,"[0.035, 0.035]",1,0,1,0,0,13,13,7,,,,,,,,,,,3.9819639278557117,182.04794881801354,182.04794881801354,182.04794881801354,182.40363600297133,182.18774562200997,182.38739682198502,['right'],[0.6334529970190488],182.04794881801354,182.04794881801354,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-233-116-N.jpg,"[0.035, 0.035]",1,0,1,0,0,14,14,5,,,,,,,,,,,3.5330661322645294,186.24371862097178,186.24371862097178,186.24371862097178,186.60591029998614,186.3873595299665,186.5877429539687,['left'],[0.5759008780587465],186.24371862097178,186.24371862097178,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-023-003-N.jpg,"[0.035, 0.035]",1,0,1,0,0,15,15,4,,,,,,,,,,,3.8156312625250504,190.02212258201325,190.02212258201325,190.02212258201325,190.37166179297492,190.15466078999452,190.35446967196185,['right'],[0.6430111730005592],190.02212258201325,190.02212258201325,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-307-002-N.jpg,"[0.035, 0.035]",1,0,1,0,0,16,16,10,,,,,,,,,,,3.570140280561122,194.10341884096852,194.10341884096852,194.10341884096852,194.45474296197062,194.23794785799691,194.43675493897172,['right'],[0.6546287900418974],194.10341884096852,194.10341884096852,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-051-035-N.jpg,"[0.035, 0.035]",1,0,1,0,0,17,17,6,,,,,,,,,,,3.8897795591182365,197.922037034994,197.922037034994,197.922037034994,198.28718421398662,198.05374495999422,198.25399097800255,['left'],[0.5975010059773922],197.922037034994,197.922037034994,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-231-202-N.jpg,"[0.035, 0.035]",1,0,1,0,0,18,18,9,,,,,,,,,,,3.618236472945892,202.03781905100914,202.03781905100914,202.03781905100914,202.389091103978,202.17058645299403,202.3705568779842,['left'],[0.6412802240229212],202.03781905100914,202.03781905100914,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-230-203-N.jpg,"[0.035, 0.035]",1,0,1,0,0,19,19,1,,,,,,,,,,,3.6092184368737477,205.88730564300204,205.88730564300204,205.88730564300204,206.23691247898387,206.02046922798036,206.22099695098586,['right'],[0.6048165449756198],205.88730564300204,205.88730564300204,0,,,,,,,,,999,A,A,2022-06-20_12h15.23.168,face_flanker_v1,2022.1.4,59.790546552171826,
