whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_centerImg.started,prac_stim_keyResp.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_centerImg.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,polygon2.stopped,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,cb,date,expName,psychopyVersion,frameRate,
csv_files/a_halfV_trialTable_4.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-019-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,24,24,7,,,,,,,,,,,,,,,,,,,3.814629258517034,,,,,,,,,,,1,,,,,,,,,,,,,,868.6054950999969,868.6054950999969,868.636190499994,868.6054950999969,868.6054950999969,868.837232299993,868.9552568999934,872.5428280000051,872.5428280000051,872.5428280000051,['8'],[0.35208630000124685],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-004-014-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,25,25,6,,,,,,,,,,,,,,,,,,,3.765531062124248,,,,,,,,,,,1,,,,,,,,,,,,,,872.5428280000051,872.5428280000051,872.5737526000012,872.5428280000051,872.5428280000051,872.7736573000147,872.8937292000046,876.4179800999991,876.4179800999991,876.4179800999991,['1'],[0.35499190000700764],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-235-170-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,26,26,3,,,,,,,,,,,,,,,,,,,3.7765531062124245,,,,,,,,,,,1,,,,,,,,,,,,,,876.4179800999991,876.4179800999991,876.4622034000058,876.4179800999991,876.4179800999991,876.6639876000118,876.7682825000084,880.3002456999966,880.3002456999966,880.3002456999966,['8'],[0.47959909998462535],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-248-104-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,27,27,28,,,,,,,,,,,,,,,,,,,3.6953907815631264,,,,,,,,,,,1,,,,,,,,,,,,,,880.3002456999966,880.3002456999966,880.3487243000127,880.3002456999966,880.3002456999966,880.5501102000126,880.6524830000126,884.1178355000156,884.1178355000156,884.1178355000156,['1'],[0.4614735000068322],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-213-126-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,28,28,23,,,,,,,,,,,,,,,,,,,3.8286573146292584,,,,,,,,,,,1,,,,,,,,,,,,,,884.1178355000156,884.1178355000156,884.1488312000001,884.1178355000156,884.1178355000156,884.3510180000158,884.4706446999917,888.0676421000098,888.0676421000098,888.0676421000098,['1'],[0.45630660001188517],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-204-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,29,29,29,,,,,,,,,,,,,,,,,,,3.8917835671342687,,,,,,,,,,,1,,,,,,,,,,,,,,888.0676421000098,888.0676421000098,888.0986173000128,888.0676421000098,888.0676421000098,888.3010065999988,888.4203807000013,892.0744649000117,892.0744649000117,892.0744649000117,['1'],[0.3679808000160847],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-206-079-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,30,30,25,,,,,,,,,,,,,,,,,,,3.502004008016032,,,,,,,,,,,1,,,,,,,,,,,,,,892.0744649000117,892.0744649000117,892.110302200017,892.0744649000117,892.0744649000117,892.3121298000042,892.4286549999961,895.6883212999965,895.6883212999965,895.6883212999965,['1'],[0.34080000000540167],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-210-050-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,1,1,3,0,31,31,27,,,,,,,,,,,,,,,,,,,3.9228456913827654,,,,,,,,,,,1,,,,,,,,,,,,,,895.6883212999965,895.6883212999965,895.7291493999946,895.6883212999965,895.6883212999965,895.9349892000027,896.0414518000034,899.6135131999908,899.6135131999908,899.6135131999908,['8'],[0.40661309999995865],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,899.6135131999908,909.612696199998,8,0.9230817000207026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-006-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,0,0,17,,,,,,,,,,,,,,,,,,916.9416686999903,3.9559118236472948,,,,,,,,,,,1,,,,,,,,,,910.5440505000006,910.5440505000006,8,6.368108700000448,919.0628342000127,919.0628342000127,919.0707922000147,919.0628342000127,919.0628342000127,919.2736005999905,919.4202774000005,923.1501229999994,923.1501229999994,923.1501229999994,['1'],[0.7248039999976754],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-032-024-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,1,1,23,,,,,,,,,,,,,,,,,,,3.5110220440881763,,,,,,,,,,,1,,,,,,,,,,,,,,923.1501229999994,923.1501229999994,923.1717637999973,923.1501229999994,923.1501229999994,923.3739247999911,923.4999298999901,926.7862064999936,926.7862064999936,926.7862064999936,['8'],[0.5280096000060439],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-217-070-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,2,2,25,,,,,,,,,,,,,,,,,,,3.7194388777555107,,,,,,,,,,,1,,,,,,,,,,,,,,926.7862064999936,926.7862064999936,926.8177080000169,926.7862064999936,926.7862064999936,927.0199767000158,927.1378714000166,930.6274390000035,930.6274390000035,930.6274390000035,['8'],[0.4484165000030771],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-236-090-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,3,3,31,,,,,,,,,,,,,,,,,,,3.646292585170341,,,,,,,,,,,1,,,,,,,,,,,,,,930.6274390000035,930.6274390000035,930.6608239999914,930.6274390000035,930.6274390000035,930.8637589999998,930.9808787000075,934.3838506999891,934.3838506999891,934.3838506999891,['1'],[0.6342000999720767],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-237-223-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,4,4,18,,,,,,,,,,,,,,,,,,,3.786573146292585,,,,,,,,,,,1,,,,,,,,,,,,,,934.3838506999891,934.3838506999891,934.4237114000134,934.3838506999891,934.3838506999891,934.6274682999938,934.7350297000085,938.2885361000081,938.2885361000081,938.2885361000081,['1'],[0.43438409999362193],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-024-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,5,5,19,,,,,,,,,,,,,,,,,,,3.9619238476953904,,,,,,,,,,,1,,,,,,,,,,,,,,938.2885361000081,938.2885361000081,938.3232072000101,938.2885361000081,938.2885361000081,938.5262834999885,938.6407818000007,942.3687525000132,942.3687525000132,942.3687525000132,['8'],[0.4401050000160467],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-325-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,6,6,22,,,,,,,,,,,,,,,,,,,3.972945891783567,,,,,,,,,,,1,,,,,,,,,,,,,,942.3687525000132,942.3687525000132,942.4066105000093,942.3687525000132,942.3687525000132,942.6116321000154,942.7213753999968,946.4752722000121,946.4752722000121,946.4752722000121,['8'],[0.44457289998536],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-665-015-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,7,7,6,,,,,,,,,,,,,,,,,,,3.724448897795591,,,,,,,,,,,1,,,,,,,,,,,,,,946.4752722000121,946.4752722000121,946.4971480999957,946.4752722000121,946.4752722000121,946.7014525000122,946.82881430001,950.3052345000033,950.3052345000033,950.3052345000033,['1'],[0.66241849999642],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-229-004-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,8,8,4,,,,,,,,,,,,,,,,,,,3.6663326653306614,,,,,,,,,,,1,,,,,,,,,,,,,,950.3052345000033,950.3052345000033,950.3503586000006,950.3052345000033,950.3052345000033,950.552276900009,950.6556237000041,954.0988991000049,954.0988991000049,954.0988991000049,['8'],[0.567977200000314],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-666-372-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,9,9,21,,,,,,,,,,,,,,,,,,,3.6663326653306614,,,,,,,,,,,1,,,,,,,,,,,,,,954.0988991000049,954.0988991000049,954.1253900000011,954.0988991000049,954.0988991000049,954.3279199000099,954.4499233000097,957.8960197000124,957.8960197000124,957.8960197000124,['8'],[0.6185528000060003],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-212-117-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,10,10,11,,,,,,,,,,,,,,,,,,,3.838677354709419,,,,,,,,,,,1,,,,,,,,,,,,,,957.8960197000124,957.8960197000124,957.9179561999917,957.8960197000124,957.8960197000124,958.1217038999894,958.2461972000019,961.8543355000147,961.8543355000147,961.8543355000147,['1'],[0.45653219998348504],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-630-134-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,11,11,13,,,,,,,,,,,,,,,,,,,3.6002004008016035,,,,,,,,,,,1,,,,,,,,,,,,,,961.8543355000147,961.8543355000147,961.8905852000171,961.8543355000147,961.8543355000147,962.0948528000154,962.2046655000013,965.562938499992,965.562938499992,965.562938499992,['1'],[0.3738302999990992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-209-006-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,12,12,9,,,,,,,,,,,,,,,,,,,3.797595190380761,,,,,,,,,,,1,,,,,,,,,,,,,,965.562938499992,965.562938499992,965.6112264000112,965.562938499992,965.562938499992,965.8132015000156,965.9137859999901,969.4854519999935,969.4854519999935,969.4854519999935,['8'],[0.4932629000104498],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-737-104-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,13,13,16,,,,,,,,,,,,,,,,,,,3.7394789579158316,,,,,,,,,,,1,,,,,,,,,,,,,,969.4854519999935,969.4854519999935,969.5127873999882,969.4854519999935,969.4854519999935,969.718114599993,969.8352150999999,973.341062099993,973.341062099993,973.341062099993,['8'],[0.40992000000551343],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-002-004-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,14,14,28,,,,,,,,,,,,,,,,,,,3.668336673346693,,,,,,,,,,,1,,,,,,,,,,,,,,973.341062099993,973.341062099993,973.3768914999964,973.341062099993,973.341062099993,973.5776340000157,973.692338199995,977.1261783000082,977.1261783000082,977.1261783000082,['8'],[0.3951126000029035],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-233-277-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,15,15,29,,,,,,,,,,,,,,,,,,,3.5961923847695387,,,,,,,,,,,1,,,,,,,,,,,,,,977.1261783000082,977.1261783000082,977.1622539999953,977.1261783000082,977.1261783000082,977.3654418000078,977.4799887000117,980.82543669999,980.82543669999,980.82543669999,['1'],[0.47098439998808317],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-303-013-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,16,16,15,,,,,,,,,,,,,,,,,,,3.7905811623246493,,,,,,,,,,,1,,,,,,,,,,,,,,980.82543669999,980.82543669999,980.8753114000137,980.82543669999,980.82543669999,981.0767355000135,981.1758255999885,984.7388473000028,984.7388473000028,984.7388473000028,['8'],[0.4691770999925211],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-204-133-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,17,17,8,,,,,,,,,,,,,,,,,,,3.850701402805611,,,,,,,,,,,1,,,,,,,,,,,,,,984.7388473000028,984.7388473000028,984.7695964000013,984.7388473000028,984.7388473000028,984.9712067999935,985.0890947000007,988.7080813999928,988.7080813999928,988.7080813999928,['8'],[0.4455253000196535],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-241-210-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,18,18,26,,,,,,,,,,,,,,,,,,,3.874749498997996,,,,,,,,,,,1,,,,,,,,,,,,,,988.7080813999928,988.7080813999928,988.7447725000093,988.7080813999928,988.7080813999928,988.9487255999993,989.0585113000125,992.7068991000124,992.7068991000124,992.7068991000124,['1'],[0.4144296000013128],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
csv_files/a_halfV_trialTable_3.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-240-199-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,2,0,19,19,3,,,,,,,,,,,,,,,,,,,3.524048096192385,,,,,,,,,,,1,,,,,,,,,,,,,,992.7068991000124,992.7068991000124,992.737792400003,992.7068991000124,992.7068991000124,992.9409252000041,993.0587345999957,996.3562595999974,996.3562595999974,996.3562595999974,['1'],[0.46394909999798983],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
