whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_centerImg.started,prac_stim_keyResp.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_centerImg.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,polygon2.stopped,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,cb,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row339.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,46,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row349.csv,img/neutralC/CFD-AM-249-163-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,47,47,15,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.904041200003,3453.904041200003,3453.904041200003,0.05805969997891225,3453.904041200003,3453.904041200003,6.0,1.4942979000043124,[0.40925925925925927],[0.2212962962962963],[1],[0],[0],[1.3982543000020087],1.118796992481203,3455.40257559999,3456.589639300015,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row349.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,47,47,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row16.csv,img/neutralC/CFD-AF-255-209-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,48,48,20,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456.589639300015,3456.589639300015,3456.589639300015,0.05417450002278201,3456.589639300015,3456.589639300015,4.0,1.4752486000070348,[0.08333333333333333],[0.21574074074074073],[1],[0],[0],[1.3327493999968283],0.943358395989975,3458.0677357999957,3459.0841475999914,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row16.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,48,48,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row443.csv,img/neutralC/CFD-WM-016-001-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,49,49,61,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3459.0841475999914,3459.0841475999914,3459.0841475999914,0.0614225999743212,3459.0841475999914,3459.0841475999914,3.0,1.3251100000052247,[-0.09166666666666666],[0.21574074074074073],[1],[0],[0],[1.2002463999961037],1.0656641604010024,3460.4145721000095,3461.549689700012,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row443.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,49,49,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row133.csv,img/neutralC/CFD-IF-660-464-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,50,50,45,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3461.549689700012,3461.549689700012,3461.549689700012,0.057312000019010156,3461.549689700012,3461.549689700012,5.0,1.7553108000138309,[0.24537037037037038],[0.22592592592592592],[1],[0],[0],[1.6192579999915324],1.193984962406015,3463.309289500001,3464.5754783000157,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row133.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,50,50,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row12.csv,img/neutralC/CFD-BF-200-080-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,51,51,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3464.5754783000157,3464.5754783000157,3464.5754783000157,0.06115660001523793,3464.5754783000157,3464.5754783000157,6.0,2.051670600019861,[0.4166666666666667],[0.21851851851851853],[1],[0],[0],[1.9438241999887396],0.8020050125313284,3466.633034700004,3467.5117402999895,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row12.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,51,51,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row444.csv,img/neutralC/CFD-AF-233-190-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,52,52,58,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3467.5117402999895,3467.5117402999895,3467.5117402999895,0.06251430002157576,3467.5117402999895,3467.5117402999895,3.0,1.7705566000076942,[-0.0824074074074074],[0.2175925925925926],[1],[0],[0],[1.6086130999901798],1.1518796992481202,3469.286112600006,3470.516523099999,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row444.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,52,52,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row39.csv,img/neutralC/CFD-BM-039-029-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,53,53,66,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3470.516523099999,3470.516523099999,3470.516523099999,0.06722589998389594,3470.516523099999,3470.516523099999,1.0,2.035552200017264,[-0.42685185185185187],[0.22407407407407406],[1],[0],[0],[1.9074099999852479],1.0666666666666664,3472.556784300017,3473.7084281000134,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row39.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,53,53,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row242.csv,img/neutralC/CFD-BF-208-266-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,54,54,54,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473.7084281000134,3473.7084281000134,3473.7084281000134,0.07177289997343905,3473.7084281000134,3473.7084281000134,6.0,1.7973961000097916,[0.4166666666666667],[0.22685185185185186],[1],[0],[0],[1.6578037000144832],0.9092731829573935,3475.509997599991,3476.5120042999915,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row242.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row108.csv,img/neutralC/CFD-IM-657-308-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,55,55,43,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3476.5120042999915,3476.5120042999915,3476.5120042999915,0.0813274999964051,3476.5120042999915,3476.5120042999915,6.0,1.8684597999963444,[0.4203703703703704],[0.21944444444444444],[1],[0],[0],[1.6804562000033911],1.0967418546365917,3478.387945399998,3479.558217999991,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row108.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,55,55,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row564.csv,img/neutralC/CFD-AF-216-106-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,56,56,63,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3479.558217999991,3479.558217999991,3479.558217999991,0.05938439999590628,3479.558217999991,3479.558217999991,2.0,1.636872000002768,[-0.2490740740740741],[0.22407407407407406],[1],[0],[0],[1.5090246000036132],0.8581453634085213,3481.1980424000067,3482.1315919999906,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row564.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,56,56,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row406.csv,img/neutralC/CFD-WM-240-125-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,57,57,13,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3482.1315919999906,3482.1315919999906,3482.1315919999906,0.06438579998211935,3482.1315919999906,3482.1315919999906,3.0,1.4953909000032581,[-0.08981481481481482],[0.225],[1],[0],[0],[1.352625600004103],1.0105263157894737,3483.6352685000165,3484.722959100007,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row406.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,57,57,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row297.csv,img/neutralC/CFD-BM-009-002-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,58,58,70,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3484.722959100007,3484.722959100007,3484.722959100007,0.06250430000363849,3484.722959100007,3484.722959100007,4.0,1.6169876999920234,[0.08796296296296297],[0.21944444444444444],[1],[0],[0],[1.489366499998141],0.9213032581453634,3486.3460057000048,3487.333896700002,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row297.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,58,58,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row74.csv,img/neutralC/CFD-WM-217-070-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,59,59,30,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3487.333896700002,3487.333896700002,3487.333896700002,0.054829000000609085,3487.333896700002,3487.333896700002,6.0,1.9574929999944288,[0.41388888888888886],[0.22870370370370371],[1],[0],[0],[1.8135158000222873],1.0275689223057642,3489.2959915999963,3490.4026247000147,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row74.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,59,59,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row99.csv,img/neutralC/CFD-LF-244-096-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,60,60,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3490.4026247000147,3490.4026247000147,3490.4026247000147,0.06535200000507757,3490.4026247000147,3490.4026247000147,5.0,1.7494273000047542,[0.25833333333333336],[0.21296296296296297],[1],[0],[0],[1.6003009999985807],1.09874686716792,3492.1581130000122,3493.3321290999884,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row99.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,60,60,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row215.csv,img/neutralC/CFD-WF-015-006-N.jpg,0,,,,,,,,,,,,,,,,,0,2,2,3,0,61,61,36,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3493.3321290999884,3493.3321290999884,3493.3321290999884,0.06425409999792464,3493.3321290999884,3493.3321290999884,6.0,1.4457812999899033,[0.42777777777777776],[0.22037037037037038],[1],[0],[0],[1.296099300001515],0.8090225563909774,3494.7820655000105,3495.6777090000105,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row215.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,61,61,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row559.csv,img/neutralC/CFD-BF-201-080-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,62,62,47,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.6777090000105,3495.6777090000105,3495.6777090000105,0.07406849999097176,3495.6777090000105,3495.6777090000105,3.0,1.675579300004756,[-0.075],[0.2101851851851852],[1],[0],[0],[1.534470299986424],1.1298245614035087,3497.3578257999907,3498.5832751000125,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row559.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,62,62,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row560.csv,img/neutralC/CFD-LF-237-190-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,63,63,32,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498.5832751000125,3498.5832751000125,3498.5832751000125,0.07771379998303019,3498.5832751000125,3498.5832751000125,5.0,1.6022684999916237,[0.2601851851851852],[0.21851851851851853],[1],[0],[0],[1.4835058999888133],0.8090225563909774,3500.1860004999908,3501.080081799999,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row560.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,63,63,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row72.csv,img/neutralC/CFD-WF-239-155-N.jpg,1,,,,,,,,,,,,,,,,,0,2,2,3,0,64,64,35,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501.080081799999,3501.080081799999,3501.080081799999,0.07296219997806475,3501.080081799999,3501.080081799999,6.0,1.4542176999966614,[0.4185185185185185],[0.21481481481481482],[1],[0],[0],[1.3499288999882992],1.0275689223057642,3502.538620200008,3503.6445089000044,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
,,,,,,,,,,,,half_surp_table5.csv,Old or New?,Old,New,csv_files/surprise_csv_files/surpriseTable_row72.csv,,,,,,,,,,,,,,,,,,,0,2,2,3,0,64,64,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200004,B,2022-10-09_13h51.36.131,mfe_b,2022.2.4,240.29854695005966,
