whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_stim_keyResp.started,prac_centerImg.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,finishMessage_text.stopped,id,cb,date,expName,psychopyVersion,frameRate,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-041-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,13,13,2,,,,,,,,,,,,,,,,,,,3.7104208416833666,,,,,,,,,,,1,,,,,,,,,,,,,,1545.2626208000584,1545.2626208000584,1545.2626208000584,1545.2626208000584,1545.2977490000194,1545.5031096000457,1545.6165206000442,1549.0771316000028,1549.0771316000028,1549.0771316000028,['8'],[0.5331144999945536],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-677-452-1-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,14,14,0,,,,,,,,,,,,,,,,,,,3.6693386773547094,,,,,,,,,,,1,,,,,,,,,,,,,,1549.0771316000028,1549.0771316000028,1549.0771316000028,1549.0771316000028,1549.1268815000076,1549.3286601,1549.4283188000554,1552.8568474000785,1552.8568474000785,1552.8568474000785,['8'],[0.7830195999704301],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-688-322-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,15,15,26,,,,,,,,,,,,,,,,,,,3.975951903807615,,,,,,,,,,,1,,,,,,,,,,,,,,1552.8568474000785,1552.8568474000785,1552.8568474000785,1552.8568474000785,1552.8972691000672,1553.1031590000493,1553.207665599999,1556.9366736999946,1556.9366736999946,1556.9366736999946,['1'],[0.5958860999671742],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-205-141-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,16,16,25,,,,,,,,,,,,,,,,,,,3.562124248496994,,,,,,,,,,,1,,,,,,,,,,,,,,1556.9366736999946,1556.9366736999946,1556.9366736999946,1556.9366736999946,1556.9859096000437,1557.1900465000654,1557.2899519000202,1560.619226800045,1560.619226800045,1560.619226800045,['1'],[0.6654809999745339],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-310-027-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,17,17,18,,,,,,,,,,,,,,,,,,,3.934869739478958,,,,,,,,,,,1,,,,,,,,,,,,,,1560.619226800045,1560.619226800045,1560.619226800045,1560.619226800045,1560.650567600038,1560.851956599974,1560.971114300075,1564.673807800049,1564.673807800049,1564.673807800049,['8'],[0.5825111999874935],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-247-165-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,18,18,13,,,,,,,,,,,,,,,,,,,3.920841683366733,,,,,,,,,,,1,,,,,,,,,,,,,,1564.673807800049,1564.673807800049,1564.673807800049,1564.673807800049,1564.7094953000778,1564.913457400049,1565.0273362000007,1568.6965118000517,1568.6965118000517,1568.6965118000517,['1'],[0.5524409000063315],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-230-189-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,19,19,7,,,,,,,,,,,,,,,,,,,3.9509018036072145,,,,,,,,,,,1,,,,,,,,,,,,,,1568.6965118000517,1568.6965118000517,1568.6965118000517,1568.6965118000517,1568.7477950999746,1568.950802300009,1569.0487715000054,1572.7550417999737,1572.7550417999737,1572.7550417999737,['1'],[0.629091800074093],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-222-239-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,20,20,9,,,,,,,,,,,,,,,,,,,3.8476953907815634,,,,,,,,,,,1,,,,,,,,,,,,,,1572.7550417999737,1572.7550417999737,1572.7550417999737,1572.7550417999737,1572.799774400075,1573.002107999986,1573.1059385000262,1576.7213702000445,1576.7213702000445,1576.7213702000445,['1'],[0.547964800032787],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-303-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,21,21,14,,,,,,,,,,,,,,,,,,,3.885771543086172,,,,,,,,,,,1,,,,,,,,,,,,,,1576.7213702000445,1576.7213702000445,1576.7213702000445,1576.7213702000445,1576.7612945999717,1576.9625101999845,1577.076058799983,1580.7233193999855,1580.7233193999855,1580.7233193999855,['1'],[0.5512647000141442],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-013-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,22,22,12,,,,,,,,,,,,,,,,,,,3.5721442885771544,,,,,,,,,,,1,,,,,,,,,,,,,,1580.7233193999855,1580.7233193999855,1580.7233193999855,1580.7233193999855,1580.762354400009,1580.9621275999816,1581.0725672000553,1584.4060841000173,1584.4060841000173,1584.4060841000173,['8'],[0.618426900007762],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MM-316-156-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,23,23,20,,,,,,,,,,,,,,,,,,,3.7965931863727453,,,,,,,,,,,1,,,,,,,,,,,,,,1584.4060841000173,1584.4060841000173,1584.4060841000173,1584.4060841000173,1584.4545143999858,1584.6555000999942,1584.7572453999892,1588.3359358999878,1588.3359358999878,1588.3359358999878,['8'],[0.5466835999395698],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-717-110-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,24,24,4,,,,,,,,,,,,,,,,,,,3.9579158316633265,,,,,,,,,,,1,,,,,,,,,,,,,,1588.3359358999878,1588.3359358999878,1588.3359358999878,1588.3359358999878,1588.358381099999,1588.5596637000563,1588.6878719000379,1592.3919258000096,1592.3919258000096,1592.3919258000096,['8'],[0.526065899990499],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-257-161-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,25,25,21,,,,,,,,,,,,,,,,,,,3.827655310621242,,,,,,,,,,,1,,,,,,,,,,,,,,1592.3919258000096,1592.3919258000096,1592.3919258000096,1592.3919258000096,1592.4467692000326,1592.64963790006,1592.7438261000207,1596.3299212000566,1596.3299212000566,1596.3299212000566,['8'],[0.5323152999626473],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-258-125-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,26,26,17,,,,,,,,,,,,,,,,,,,3.8777555110220443,,,,,,,,,,,1,,,,,,,,,,,,,,1596.3299212000566,1596.3299212000566,1596.3299212000566,1596.3299212000566,1596.3745980000822,1596.578958600061,1596.6817782000871,1600.31175610004,1600.31175610004,1600.31175610004,['1'],[0.5787471999647096],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-218-132-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,27,27,28,,,,,,,,,,,,,,,,,,,3.8366733466933867,,,,,,,,,,,1,,,,,,,,,,,,,,1600.31175610004,1600.31175610004,1600.31175610004,1600.31175610004,1600.3565839000512,1600.5592491000425,1600.6631110999733,1604.2548663000343,1604.2548663000343,1604.2548663000343,['8'],[0.5482030999846756],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-037-022-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,28,28,1,,,,,,,,,,,,,,,,,,,3.9198396793587174,,,,,,,,,,,1,,,,,,,,,,,,,,1604.2548663000343,1604.2548663000343,1604.2548663000343,1604.2548663000343,1604.298968899995,1604.499248499982,1604.6110971000744,1608.2745372999925,1608.2745372999925,1608.2745372999925,['8'],[0.531102400040254],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-307-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,29,29,30,,,,,,,,,,,,,,,,,,,3.5250501002004007,,,,,,,,,,,1,,,,,,,,,,,,,,1608.2745372999925,1608.2745372999925,1608.2745372999925,1608.2745372999925,1608.3252688000211,1608.5267332000658,1608.6250853000674,1611.9031466000015,1611.9031466000015,1611.9031466000015,['8'],[0.7166818000841886],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-644-306-1-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,30,30,23,,,,,,,,,,,,,,,,,,,3.823647294589178,,,,,,,,,,,1,,,,,,,,,,,,,,1611.9031466000015,1611.9031466000015,1611.9031466000015,1611.9031466000015,1611.952469300013,1612.1544170000125,1612.2572209000355,1615.8297459000023,1615.8297459000023,1615.8297459000023,['8'],[0.6584834000095725],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-230-202-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,6,6,0,0,31,31,11,,,,,,,,,,,,,,,,,,,3.713426853707415,,,,,,,,,,,1,,,,,,,,,,,,,,1615.8297459000023,1615.8297459000023,1615.8297459000023,1615.8297459000023,1615.8801642999751,1616.0824312000768,1616.1829706000863,1619.546117800055,1619.546117800055,1619.546117800055,['1'],[0.5602098000235856],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1619.546117800055,1629.5414053000277,8,0.5027426000451669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-010-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,0,0,8,,,,,,,,,,,,,,,,,,1631.0730570000596,3.7364729458917836,,,,,,,,,,,1,,,,,,,,,,1630.061869999976,1630.061869999976,8,0.9907105000456795,1633.2014196000528,1633.2014196000528,1633.2014196000528,1633.2014196000528,1633.2097233000677,1633.413373999996,1633.5593357000034,1637.0433334000409,1637.0433334000409,1637.0433334000409,['8'],[0.4121840000152588],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-206-204-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,1,1,6,,,,,,,,,,,,,,,,,,,3.7965931863727453,,,,,,,,,,,1,,,,,,,,,,,,,,1637.0433334000409,1637.0433334000409,1637.0433334000409,1637.0433334000409,1637.0935336999828,1637.2946204000618,1637.3952642000513,1640.9470901000313,1640.9470901000313,1640.9470901000313,['1'],[0.3583700000308454],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-718-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,2,2,15,,,,,,,,,,,,,,,,,,,3.5961923847695387,,,,,,,,,,,1,,,,,,,,,,,,,,1640.9470901000313,1640.9470901000313,1640.9470901000313,1640.9470901000313,1640.9966977000004,1641.1991464999737,1641.2983424999984,1644.6586774999741,1644.6586774999741,1644.6586774999741,['8'],[0.37974210001993924],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-357-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,3,3,21,,,,,,,,,,,,,,,,,,,3.9579158316633265,,,,,,,,,,,1,,,,,,,,,,,,,,1644.6586774999741,1644.6586774999741,1644.6586774999741,1644.6586774999741,1644.6939548000228,1644.8991856999928,1645.0127349999966,1648.7244990000036,1648.7244990000036,1648.7244990000036,['1'],[0.5741025999886915],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-667-369-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,4,4,26,,,,,,,,,,,,,,,,,,,3.7394789579158316,,,,,,,,,,,1,,,,,,,,,,,,,,1648.7244990000036,1648.7244990000036,1648.7244990000036,1648.7244990000036,1648.7688873000443,1648.9709941999754,1649.0757773000514,1652.5727295000106,1652.5727295000106,1652.5727295000106,['8'],[0.5134132999228314],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-226-119-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,5,5,9,,,,,,,,,,,,,,,,,,,3.7945891783567136,,,,,,,,,,,1,,,,,,,,,,,,,,1652.5727295000106,1652.5727295000106,1652.5727295000106,1652.5727295000106,1652.613037800067,1652.8165141000645,1652.925861200085,1656.4822427000618,1656.4822427000618,1656.4822427000618,['1'],[0.5784144999925047],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-019-005-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,6,6,28,,,,,,,,,,,,,,,,,,,3.5601202404809618,,,,,,,,,,,1,,,,,,,,,,,,,,1656.4822427000618,1656.4822427000618,1656.4822427000618,1656.4822427000618,1656.5202384000877,1656.7206690000603,1656.8312665000558,1660.149787500035,1660.149787500035,1660.149787500035,['8'],[0.52288160007447],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-239-075-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,7,7,22,,,,,,,,,,,,,,,,,,,3.5180360721442883,,,,,,,,,,,1,,,,,,,,,,,,,,1660.149787500035,1660.149787500035,1660.149787500035,1660.149787500035,1660.1940655000508,1660.395554000046,1660.5030330000445,1663.776352600078,1663.776352600078,1663.776352600078,['8'],[0.4927007000660524],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
csv_files/a_halfV_trialTable_11.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-251-124-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,7,7,10,0,8,8,27,,,,,,,,,,,,,,,,,,,3.6543086172344688,,,,,,,,,,,1,,,,,,,,,,,,,,1663.776352600078,1663.776352600078,1663.776352600078,1663.776352600078,1663.8203063000692,1664.0239815000677,1664.1274788000155,1667.5353422000771,1667.5353422000771,1667.5353422000771,['8'],[0.4989437999902293],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200010,B,2022-10-13_18h02.00.006,mfe_b,2022.2.4,239.63862465731833,
