whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_stim_keyResp.started,prac_centerImg.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,prac_stim_keyResp.rt,accuracy,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,polygon2.stopped,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,cb,date,expName,psychopyVersion,frameRate,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-231-155-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,217.6133749000146,217.6133749000146,217.6133749000146,8,36.5822623000131,254.21876429999247,3.539078156312625,256.35933110001497,256.35933110001497,256.35933110001497,256.3683551999857,256.5722567999619,256.71247639996,260.0135287999874,260.0135287999874,['8'],[2.9173506999504752],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-007-001-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.730460921843687,260.0135287999874,260.0135287999874,260.0135287999874,260.04926319996594,260.2538069000002,260.3647600999684,263.8655088999658,263.8655088999658,"['1', '1']","[1.5234392000129446, 2.80558490002295]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-632-097-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55811623246493,263.8655088999658,263.8655088999658,263.8655088999658,263.89884739997797,264.1011265999987,264.21668419998605,267.5462372999755,267.5462372999755,['1'],[1.1096247000386938],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-205-155-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7284569138276553,267.5462372999755,267.5462372999755,267.5462372999755,267.57371510000667,267.77573589998065,267.8986672000028,271.4003087999881,271.4003087999881,['8'],[0.8954192000092007],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-015-015-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.866733466933868,271.4003087999881,271.4003087999881,271.4003087999881,271.43041129998164,271.63318130001426,271.75132529996336,275.39686769997934,275.39686769997934,['1'],[0.4776185999508016],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-017-003-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,5,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9278557114228456,275.39686769997934,275.39686769997934,275.39686769997934,275.42272249999223,275.6262321000104,275.7478909000056,279.43711719999555,279.43711719999555,['1'],[0.968462000018917],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-228-188-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.659318637274549,279.43711719999555,279.43711719999555,279.43711719999555,279.4745452000061,279.6751035999623,279.789882699959,283.224331800011,283.224331800011,['1'],[0.5524678999790922],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-635-010-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,7,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3.967935871743487,283.224331800011,283.224331800011,283.224331800011,283.2508705999935,283.4543213999714,283.5753265999956,287.30906040000264,287.30906040000264,['8'],[0.7236670000129379],0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-213-188-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,3.655310621242485,287.30906040000264,287.30906040000264,287.30906040000264,287.3483522000024,287.55141289997846,287.6611668000114,291.08253379998496,291.08253379998496,['1'],[0.5922941999742761],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-005-001-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,9,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,3.898797595190381,291.08253379998496,291.08253379998496,291.08253379998496,291.117162599985,291.31913720001467,291.44199269998353,295.10897719999775,295.10897719999775,['8'],[0.4823358000139706],1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200006,B,2022-10-11_13h52.36.673,mfe_b,2022.2.4,240.4383673223241,
