whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_stim_keyResp.started,prac_centerImg.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,accuracy,prac_stim_keyResp.rt,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,cb,date,expName,psychopyVersion,frameRate,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-245-084-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,2,2,26,,,,,,,,,,,,,,,,,,,3.7995991983967934,,,,,,,,,,1,,,,,,,,,,,,,,,946.9373603998683,946.9373603998683,946.9373603998683,946.9373603998683,946.9774690999184,947.1772688999772,947.2874607997946,950.8609884998295,950.8609884998295,950.8609884998295,['8'],[0.422749400138855],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-339-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,3,3,0,,,,,,,,,,,,,,,,,,,3.517034068136273,,,,,,,,,,1,,,,,,,,,,,,,,,950.8609884998295,950.8609884998295,950.8609884998295,950.8609884998295,950.8885191997979,951.0913112999406,951.2146940999664,954.4973805998452,954.4973805998452,954.4973805998452,['1'],[0.5393648000899702],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-214-075-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,4,4,19,,,,,,,,,,,,,,,,,,,3.506012024048096,,,,,,,,,,0,,,,,,,,,,,,,,,954.4973805998452,954.4973805998452,954.4973805998452,954.4973805998452,954.5324859998655,954.7348491000012,954.8484151999,958.1164174999576,958.1164174999576,958.1164174999576,['8'],[0.3322780001908541],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-714-008-1-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,5,5,31,,,,,,,,,,,,,,,,,,,3.6052104208416837,,,,,,,,,,1,,,,,,,,,,,,,,,958.1164174999576,958.1164174999576,958.1164174999576,958.1164174999576,958.1570223998278,958.358981099911,958.4663493998814,961.8498843999114,961.8498843999114,961.8498843999114,['1'],[0.5076431001070887],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-623-129-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,6,6,1,,,,,,,,,,,,,,,,,,,3.530060120240481,,,,,,,,,,1,,,,,,,,,,,,,,,961.8498843999114,961.8498843999114,961.8498843999114,961.8498843999114,961.876872099936,962.0781546998769,962.1996075999923,965.5058661999647,965.5058661999647,965.5058661999647,['8'],[0.4670192999765277],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-689-263-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,7,7,5,,,,,,,,,,,,,,,,,,,3.937875751503006,,,,,,,,,,1,,,,,,,,,,,,,,,965.5058661999647,965.5058661999647,965.5058661999647,965.5058661999647,965.5322863999754,965.7329439998139,965.8552983999252,969.564475499792,969.564475499792,969.564475499792,['8'],[0.5205459001008421],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-255-140-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,8,8,10,,,,,,,,,,,,,,,,,,,3.9899799599198396,,,,,,,,,,1,,,,,,,,,,,,,,,969.564475499792,969.564475499792,969.564475499792,969.564475499792,969.5954128999729,969.7977998999413,969.9133262999821,973.6650470998138,973.6650470998138,973.6650470998138,['1'],[0.47119360021315515],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-311-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,9,9,30,,,,,,,,,,,,,,,,,,,3.5751503006012024,,,,,,,,,,1,,,,,,,,,,,,,,,973.6650470998138,973.6650470998138,973.6650470998138,973.6650470998138,973.7045652999077,973.9100726000033,974.0152368999552,977.3442849998828,977.3442849998828,977.3442849998828,['1'],[0.424096800154075],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-214-026-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,10,10,24,,,,,,,,,,,,,,,,,,,3.786573146292585,,,,,,,,,,1,,,,,,,,,,,,,,,977.3442849998828,977.3442849998828,977.3442849998828,977.3442849998828,977.3910945998505,977.5922250999138,977.695044499822,981.2414364998695,981.2414364998695,981.2414364998695,['1'],[0.48945680004544556],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-202-063-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,11,11,17,,,,,,,,,,,,,,,,,,,3.970941883767535,,,,,,,,,,1,,,,,,,,,,,,,,,981.2414364998695,981.2414364998695,981.2414364998695,981.2414364998695,981.2858320998494,981.4870354998857,981.5925849999767,985.3270877997857,985.3270877997857,985.3270877997857,['1'],[0.4262818000279367],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-300-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,12,12,4,,,,,,,,,,,,,,,,,,,3.6973947895791586,,,,,,,,,,1,,,,,,,,,,,,,,,985.3270877997857,985.3270877997857,985.3270877997857,985.3270877997857,985.3628637997899,985.5660799997859,985.6790287999902,989.1503419999499,989.1503419999499,989.1503419999499,['8'],[0.41480559995397925],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-035-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,13,13,8,,,,,,,,,,,,,,,,,,,3.8607214428857715,,,,,,,,,,1,,,,,,,,,,,,,,,989.1503419999499,989.1503419999499,989.1503419999499,989.1503419999499,989.1812269999646,989.382674299879,989.5002053999342,993.1177936999593,993.1177936999593,993.1177936999593,['8'],[0.500336600234732],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-211-003-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,14,14,22,,,,,,,,,,,,,,,,,,,3.5811623246492985,,,,,,,,,,1,,,,,,,,,,,,,,,993.1177936999593,993.1177936999593,993.1177936999593,993.1177936999593,993.1627596998587,993.3642432999332,993.470693100011,996.8110642998945,996.8110642998945,996.8110642998945,['8'],[0.5417571000289172],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-324-031-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,15,15,16,,,,,,,,,,,,,,,,,,,3.791583166332665,,,,,,,,,,1,,,,,,,,,,,,,,,996.8110642998945,996.8110642998945,996.8110642998945,996.8110642998945,996.8509697997943,997.0512117999606,997.1623635999858,1000.7241951997858,1000.7241951997858,1000.7241951997858,['8'],[0.5075424001552165],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-700-009-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,16,16,12,,,,,,,,,,,,,,,,,,,3.682364729458918,,,,,,,,,,1,,,,,,,,,,,,,,,1000.7241951997858,1000.7241951997858,1000.7241951997858,1000.7241951997858,1000.7558573998976,1000.9595182999037,1001.0790507998317,1004.5268898999784,1004.5268898999784,1004.5268898999784,['1'],[0.44748980016447604],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-035-024-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,17,17,14,,,,,,,,,,,,,,,,,,,3.74749498997996,,,,,,,,,,1,,,,,,,,,,,,,,,1004.5268898999784,1004.5268898999784,1004.5268898999784,1004.5268898999784,1004.5630010999739,1004.7668324999977,1004.8786356998608,1008.3749895999208,1008.3749895999208,1008.3749895999208,['8'],[0.32339990022592247],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-251-093-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,18,18,2,,,,,,,,,,,,,,,,,,,3.504008016032064,,,,,,,,,,0,,,,,,,,,,,,,,,1008.3749895999208,1008.3749895999208,1008.3749895999208,1008.3749895999208,1008.4248741997872,1008.6268020998687,1008.7246889998205,1012.0127014999744,1012.0127014999744,1012.0127014999744,"['1', '8']","[0.40194940008223057, 0.8012218000367284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-694-297-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,19,19,15,,,,,,,,,,,,,,,,,,,3.7464929859719436,,,,,,,,,,1,,,,,,,,,,,,,,,1012.0127014999744,1012.0127014999744,1012.0127014999744,1012.0127014999744,1012.0345255997963,1012.2347996998578,1012.3644905998372,1015.8629792998545,1015.8629792998545,1015.8629792998545,['1'],[0.5160809000954032],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-021-021-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,20,20,18,,,,,,,,,,,,,,,,,,,3.8977955911823647,,,,,,,,,,1,,,,,,,,,,,,,,,1015.8629792998545,1015.8629792998545,1015.8629792998545,1015.8629792998545,1015.9117595998105,1016.114440199919,1016.2136618997902,1019.8786107997876,1019.8786107997876,1019.8786107997876,['8'],[0.5047448000404984],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-201-076-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,21,21,11,,,,,,,,,,,,,,,,,,,3.6523046092184366,,,,,,,,,,1,,,,,,,,,,,,,,,1019.8786107997876,1019.8786107997876,1019.8786107997876,1019.8786107997876,1019.9102663998492,1020.1120840997901,1020.2291651999112,1023.6500403999817,1023.6500403999817,1023.6500403999817,['1'],[0.39799810014665127],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-645-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,22,22,25,,,,,,,,,,,,,,,,,,,3.9819639278557117,,,,,,,,,,1,,,,,,,,,,,,,,,1023.6500403999817,1023.6500403999817,1023.6500403999817,1023.6500403999817,1023.6854716998059,1023.8885296999943,1024.0015667998232,1027.7597170998342,1027.7597170998342,1027.7597170998342,['8'],[0.49077360006049275],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-304-018-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,23,23,29,,,,,,,,,,,,,,,,,,,3.659318637274549,,,,,,,,,,1,,,,,,,,,,,,,,,1027.7597170998342,1027.7597170998342,1027.7597170998342,1027.7597170998342,1027.7861400998663,1027.9869923999067,1028.1113548998255,1031.5347434999421,1031.5347434999421,1031.5347434999421,['8'],[0.4211665000766516],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-025-019-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,24,24,23,,,,,,,,,,,,,,,,,,,3.8697394789579156,,,,,,,,,,1,,,,,,,,,,,,,,,1031.5347434999421,1031.5347434999421,1031.5347434999421,1031.5347434999421,1031.5711595998146,1031.7734274999239,1031.885408599861,1035.5251077997964,1035.5251077997964,1035.5251077997964,['8'],[0.40742990002036095],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-253-202-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,25,25,13,,,,,,,,,,,,,,,,,,,3.7965931863727453,,,,,,,,,,1,,,,,,,,,,,,,,,1035.5251077997964,1035.5251077997964,1035.5251077997964,1035.5251077997964,1035.5567121999338,1035.7602746998891,1035.879947999958,1039.4318823998328,1039.4318823998328,1039.4318823998328,['1'],[0.5434539001435041],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-249-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,26,26,20,,,,,,,,,,,,,,,,,,,3.6092184368737477,,,,,,,,,,1,,,,,,,,,,,,,,,1039.4318823998328,1039.4318823998328,1039.4318823998328,1039.4318823998328,1039.478739199927,1039.6802397998981,1039.7840310998727,1043.1451270999387,1043.1451270999387,1043.1451270999387,['8'],[0.5052267999853939],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-229-224-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,27,27,27,,,,,,,,,,,,,,,,,,,3.783567134268537,,,,,,,,,,1,,,,,,,,,,,,,,,1043.1451270999387,1043.1451270999387,1043.1451270999387,1043.1451270999387,1043.1933007999323,1043.395284499973,1043.4953166998457,1047.0460883998312,1047.0460883998312,1047.0460883998312,['1'],[0.5052010000217706],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-658-284-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,28,28,21,,,,,,,,,,,,,,,,,,,3.513026052104208,,,,,,,,,,1,,,,,,,,,,,,,,,1047.0460883998312,1047.0460883998312,1047.0460883998312,1047.0460883998312,1047.0822979998775,1047.2841622999404,1047.397085599834,1050.677919199923,1050.677919199923,1050.677919199923,['8'],[0.41352020017802715],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-224-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,29,29,9,,,,,,,,,,,,,,,,,,,3.850701402805611,,,,,,,,,,1,,,,,,,,,,,,,,,1050.677919199923,1050.677919199923,1050.677919199923,1050.677919199923,1050.7129810999613,1050.9136357000098,1051.0286885998212,1054.6578283999115,1054.6578283999115,1054.6578283999115,['1'],[0.44570990023203194],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
csv_files/a_halfV_trialTable_8.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-015-002-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,2,2,7,0,30,30,7,,,,,,,,,,,,,,,,,,,3.650300601202405,,,,,,,,,,1,,,,,,,,,,,,,,,1054.6578283999115,1054.6578283999115,1054.6578283999115,1054.6578283999115,1054.6880493999925,1054.8896552999504,1055.0125946998596,1058.4246098999865,1058.4246098999865,1058.4246098999865,['8'],[0.43420400028117],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200015,A,2022-10-20_18h33.45.908,mfe_b,2022.2.4,241.05679339613627,
