whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_stim_keyResp.started,prac_centerImg.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,accuracy,prac_stim_keyResp.rt,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_centerImg.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,polygon2.stopped,ringBell_text_4.started,bellKey_4.started,id,cb,date,expName,psychopyVersion,frameRate,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-209-072-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,22,22,29,,,,,,,,,,,,,,,,,,,3.5601202404809618,,,,,,,,,,1,,,,,,,,,,,,,,,2029.402525099984,2029.402525099984,2029.4378447000054,2029.402525099984,2029.402525099984,2029.6378669000114,2029.7518242999795,2033.0693578000064,2033.0693578000064,2033.0693578000064,['1'],[0.3908015000051819],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-644-306-1-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,23,23,23,,,,,,,,,,,,,,,,,,,3.900801603206413,,,,,,,,,,1,,,,,,,,,,,,,,,2033.0693578000064,2033.0693578000064,2033.1139133999823,2033.0693578000064,2033.0693578000064,2033.3163800999755,2033.4193344999803,2037.0752302000183,2037.0752302000183,2037.0752302000183,['8'],[0.48227390000829473],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-725-142-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,24,24,27,,,,,,,,,,,,,,,,,,,3.965931863727455,,,,,,,,,,1,,,,,,,,,,,,,,,2037.0752302000183,2037.0752302000183,2037.119488700002,2037.0752302000183,2037.0752302000183,2037.3296905999887,2037.4256612000172,2041.1559932999662,2041.1559932999662,2041.1559932999662,['8'],[0.42440459999488667],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-212-066-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,25,25,24,,,,,,,,,,,,,,,,,,,3.929859719438878,,,,,,,,,,1,,,,,,,,,,,,,,,2041.1559932999662,2041.1559932999662,2041.1925137999933,2041.1559932999662,2041.1559932999662,2041.3969364999793,2041.506852200022,2045.1899981999886,2045.1899981999886,2045.1899981999886,['1'],[0.42408139997860417],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-257-161-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,26,26,21,,,,,,,,,,,,,,,,,,,3.7775551102204408,,,,,,,,,,1,,,,,,,,,,,,,,,2045.1899981999886,2045.1899981999886,2045.2430088999681,2045.1899981999886,2045.1899981999886,2045.4456734000123,2045.5426216999767,2049.0869747999823,2049.0869747999823,2049.0869747999823,['8'],[0.5515061999903992],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-661-254-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,27,27,8,,,,,,,,,,,,,,,,,,,3.938877755511022,,,,,,,,,,1,,,,,,,,,,,,,,,2049.0869747999823,2049.0869747999823,2049.1230894000037,2049.0869747999823,2049.0869747999823,2049.3261525999987,2049.442201400001,2053.144049399998,2053.144049399998,2053.144049399998,['8'],[0.5663259000284597],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-310-027-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,28,28,18,,,,,,,,,,,,,,,,,,,3.6793587174348694,,,,,,,,,,1,,,,,,,,,,,,,,,2053.144049399998,2053.144049399998,2053.179739199986,2053.144049399998,2053.144049399998,2053.379930700001,2053.4965004000114,2056.932277899992,2056.932277899992,2056.932277899992,"['8', '1', '8']","[0.49680040002567694, 2.7258704000269063, 3.0487036000122316]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-230-189-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,29,29,7,,,,,,,,,,,,,,,,,,,3.562124248496994,,,,,,,,,,1,,,,,,,,,,,,,,,2056.932277899992,2056.932277899992,2056.97391890001,2056.932277899992,2056.932277899992,2057.173501399986,2057.285669500008,2060.6095609000186,2060.6095609000186,2060.6095609000186,['1'],[0.9082923000096343],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-247-165-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,30,30,13,,,,,,,,,,,,,,,,,,,3.7454909819639277,,,,,,,,,,1,,,,,,,,,,,,,,,2060.6095609000186,2060.6095609000186,2060.6451007999713,2060.6095609000186,2060.6095609000186,2060.845176199975,2060.9622383000096,2064.470093799988,2064.470093799988,2064.470093799988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-205-141-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,9,9,0,0,31,31,25,,,,,,,,,,,,,,,,,,,3.753507014028056,,,,,,,,,,1,,,,,,,,,,,,,,,2064.470093799988,2064.470093799988,2064.509260300023,2064.470093799988,2064.470093799988,2064.7147035999806,2064.82390269998,2068.2276353000198,2068.2276353000198,2068.2276353000198,['1'],[0.4156650999793783],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2068.2276353000198,2078.2247998999665,8,0.8434111000387929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-200-080-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,0,0,20,,,,,,,,,,,,,,,,,,2084.2933401999762,3.5741482965931866,,,,,,,,,,1,,,,,,,,,,,2079.082777399977,2079.082777399977,8,5.18961629999103,2086.424396699993,2086.424396699993,2086.433372200001,2086.424396699993,2086.424396699993,2086.639922500006,2086.781744399981,2090.116571200022,2090.116571200022,2090.116571200022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-329-001-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,1,1,9,,,,,,,,,,,,,,,,,,,3.769539078156313,,,,,,,,,,1,,,,,,,,,,,,,,,2090.116571200022,2090.116571200022,2090.1523342999863,2090.116571200022,2090.116571200022,2090.3526465999894,2090.466855100007,2094.015348899993,2094.015348899993,2094.015348899993,['1'],[0.4289604000514373],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LF-210-220-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,2,2,7,,,,,,,,,,,,,,,,,,,3.9148296593186376,,,,,,,,,,1,,,,,,,,,,,,,,,2094.015348899993,2094.015348899993,2094.0499178000027,2094.015348899993,2094.015348899993,2094.2517960999976,2094.365132600011,2098.057460399985,2098.057460399985,2098.057460399985,['1'],[0.3249684000038542],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-200-099-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,3,3,10,,,,,,,,,,,,,,,,,,,3.9168336673346693,,,,,,,,,,1,,,,,,,,,,,,,,,2098.057460399985,2098.057460399985,2098.0825506999972,2098.057460399985,2098.057460399985,2098.285260799981,2098.4077739000204,2102.0811247999663,2102.0811247999663,2102.0811247999663,['1'],[0.35963590000756085],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-698-011-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,4,4,22,,,,,,,,,,,,,,,,,,,3.526052104208417,,,,,,,,,,1,,,,,,,,,,,,,,,2102.0811247999663,2102.0811247999663,2102.125736200018,2102.0811247999663,2102.0811247999663,2102.327256300021,2102.430514800013,2105.7157666999847,2105.7157666999847,2105.7157666999847,['8'],[0.4473560999613255],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-218-087-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,5,5,25,,,,,,,,,,,,,,,,,,,3.8136272545090177,,,,,,,,,,1,,,,,,,,,,,,,,,2105.7157666999847,2105.7157666999847,2105.7608299999847,2105.7157666999847,2105.7157666999847,2105.9622227000073,2106.068143200013,2109.639045500022,2109.639045500022,2109.639045500022,"['1', '1']","[0.48666530003538355, 3.451549999997951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-649-016-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,6,6,31,,,,,,,,,,,,,,,,,,,3.7625250501002,,,,,,,,,,1,,,,,,,,,,,,,,,2109.639045500022,2109.639045500022,2109.6828171000234,2109.639045500022,2109.639045500022,2109.891532699985,2109.9882712999824,2113.510745399981,2113.510745399981,2113.510745399981,"['8', '1']","[0.5430857999599539, 0.5890767999808304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-010-003-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,7,7,24,,,,,,,,,,,,,,,,,,,3.9268537074148298,,,,,,,,,,1,,,,,,,,,,,,,,,2113.510745399981,2113.510745399981,2113.562135300017,2113.510745399981,2113.510745399981,2113.7636278999853,2113.8653593999916,2117.5534687999752,2117.5534687999752,2117.5534687999752,['1'],[2.687594100018032],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-243-218-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,8,8,16,,,,,,,,,,,,,,,,,,,3.5120240480961926,,,,,,,,,,1,,,,,,,,,,,,,,,2117.5534687999752,2117.5534687999752,2117.5904433999676,2117.5534687999752,2117.5534687999752,2117.7903131999774,2117.9088804000057,2121.1897787000053,2121.1897787000053,2121.1897787000053,['8'],[0.45709649997297674],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-219-101-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,9,9,4,,,,,,,,,,,,,,,,,,,3.866733466933868,,,,,,,,,,1,,,,,,,,,,,,,,,2121.1897787000053,2121.1897787000053,2121.22040749999,2121.1897787000053,2121.1897787000053,2121.4206073000096,2121.5449544999865,2125.1722080999753,2125.1722080999753,2125.1722080999753,['8'],[0.4858890000032261],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-239-171-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,10,10,11,,,,,,,,,,,,,,,,,,,3.6523046092184366,,,,,,,,,,1,,,,,,,,,,,,,,,2125.1722080999753,2125.1722080999753,2125.2115512000164,2125.1722080999753,2125.1722080999753,2125.4113748000236,2125.5227409999934,2128.9319341999944,2128.9319341999944,2128.9319341999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-212-143-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,11,11,17,,,,,,,,,,,,,,,,,,,3.6693386773547094,,,,,,,,,,1,,,,,,,,,,,,,,,2128.9319341999944,2128.9319341999944,2128.9760117999977,2128.9319341999944,2128.9319341999944,2129.1762006999925,2129.2832790999673,2132.713221599988,2132.713221599988,2132.713221599988,['8'],[0.445251900004223],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-032-038-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,12,12,15,,,,,,,,,,,,,,,,,,,3.5420841683366735,,,,,,,,,,1,,,,,,,,,,,,,,,2132.713221599988,2132.713221599988,2132.7533383999835,2132.713221599988,2132.713221599988,2132.957414900011,2133.063669700001,2136.373297800019,2136.373297800019,2136.373297800019,['1'],[0.49750980001408607],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IF-636-011-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,13,13,29,,,,,,,,,,,,,,,,,,,3.664328657314629,,,,,,,,,,1,,,,,,,,,,,,,,,2136.373297800019,2136.373297800019,2136.4086214000126,2136.373297800019,2136.373297800019,2136.613494899997,2136.7254364999826,2140.1693940999685,2140.1693940999685,2140.1693940999685,"['8', '1']","[0.6034286000067368, 2.47563140001148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-205-007-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,14,14,30,,,,,,,,,,,,,,,,,,,3.5470941883767537,,,,,,,,,,1,,,,,,,,,,,,,,,2140.1693940999685,2140.1693940999685,2140.202586999978,2140.1693940999685,2140.1693940999685,2140.4056291999877,2140.522033300018,2143.8357321000076,2143.8357321000076,2143.8357321000076,['8'],[0.24983139999676496],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WM-238-020-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,15,15,6,,,,,,,,,,,,,,,,,,,3.969939879759519,,,,,,,,,,0,,,,,,,,,,,,,,,2143.8357321000076,2143.8357321000076,2143.866665199981,2143.8357321000076,2143.8357321000076,2144.067631200014,2144.1859203000204,2147.9219755000086,2147.9219755000086,2147.9219755000086,"['1', '8']","[0.07993639999767765, 0.696189799986314]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-LM-234-176-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,16,16,26,,,,,,,,,,,,,,,,,,,3.8887775551102206,,,,,,,,,,1,,,,,,,,,,,,,,,2147.9219755000086,2147.9219755000086,2147.961087499978,2147.9219755000086,2147.9219755000086,2148.164604299993,2148.2734859000193,2151.9191188999685,2151.9191188999685,2151.9191188999685,['8'],[0.6261780000058934],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
csv_files/a_halfV_trialTable_7.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-MF-322-020-N.jpg,"[0.035, 0.035]",,,,,,,,,,,,,,,,0,10,10,6,0,17,17,19,,,,,,,,,,,,,,,,,,,3.748496993987976,,,,,,,,,,1,,,,,,,,,,,,,,,2151.9191188999685,2151.9191188999685,2151.9662789999857,2151.9191188999685,2151.9191188999685,2152.1655706000165,2152.2712189999875,2155.7747735999874,2155.7747735999874,2155.7747735999874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200007,A,2022-10-12_13h54.22.262,mfe_b,2022.2.4,240.60902961948977,
