whichBlock,middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL,straightFace,imageSize,whichSurpriseBlock,firstTextA,firstLeft,firstRight,surp_csv_name,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,prac_trial_loop.thisRepN,prac_trial_loop.thisTrialN,prac_trial_loop.thisN,prac_trial_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,task_trial_loop.thisRepN,task_trial_loop.thisTrialN,task_trial_loop.thisN,task_trial_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,prac_blockText.started,prac_reminder_text.started,prac_reminder_keyResp.started,prac_reminder_keyResp.keys,prac_reminder_keyResp.rt,initFixation_img.started,ISI,bigFace.started,cover_background_2.started,prac_stim_keyResp.started,prac_centerImg.started,prac_centerImg.stopped,cover_background_2.stopped,bigFace.stopped,prac_stim_keyResp.stopped,prac_stim_keyResp.keys,accuracy,prac_stim_keyResp.rt,prac_blockFeed_text.started,prac_pressContinue.started,prac_blockFeed_keyResp.started,prac_blockFeed_keyResp.keys,prac_blockFeed_keyResp.rt,ringBell_text.started,bellKey.started,bellKey.keys,bellKey.rt,task_blockText.started,task_blockReminders_keyResp.started,task_blockReminders_keyResp.keys,task_blockReminders_keyResp.rt,bigFace_2.started,cover_background.started,task_fixImg.started,task1_stim_keyResp.started,task_centerImg.started,task_centerImg.stopped,cover_background.stopped,bigFace_2.stopped,task_fixImg.stopped,task1_stim_keyResp.stopped,task1_stim_keyResp.keys,task1_stim_keyResp.rt,blockFeedCat,task_blockFeed_text.started,task_blockFeed_keyResp.started,task_blockFeed_keyResp.keys,task_blockFeed_keyResp.rt,ringBell_text_2.started,bellKey_2.started,bellKey_2.keys,bellKey_2.rt,errorNum_text.started,textbox_errorNum.started,errorN_key_resp.started,textbox_errorNum.text,errorN_key_resp.keys,errorN_key_resp.rt,errorPercent_text.started,textbox_errorPercent.started,errorN_key_resp_2.started,textbox_errorPercent.text,errorN_key_resp_2.keys,errorN_key_resp_2.rt,botherRate_text.started,textbox_botherRate.started,botherRate_key_resp.started,textbox_botherRate.text,botherRate_key_resp.keys,botherRate_key_resp.rt,ringBell_text_3.started,bellKey_3.started,bellKey_3.keys,bellKey_3.rt,instruct_surprise1.started,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instruct_surprise1_5.started,prac_firstSlider_2.started,text_7.started,text_8.started,prac_firstSlider_2.response,prac_firstSlider_2.rt,instruct_surprise1_7.started,prac_firstSlider_3.started,text_9.started,text_10.started,prac_firstSlider_3.response,prac_firstSlider_3.rt,task_blockText_2.started,task_blockReminders_keyResp_2.started,task_blockReminders_keyResp_2.keys,task_blockReminders_keyResp_2.rt,polygon2.started,first_surpStimuliA1.started,fStimA1.started,firstStim_sliderA1.started,first_mouseA1.started,text.started,text_2.started,firstStim_sliderA1.response,firstStim_sliderA1.rt,first_mouseA1.x,first_mouseA1.y,first_mouseA1.leftButton,first_mouseA1.midButton,first_mouseA1.rightButton,first_mouseA1.time,thisISI3,polygon.started,polygon.stopped,polygon2.stopped,ringBell_text_4.started,bellKey_4.started,bellKey_4.keys,bellKey_4.rt,finishMessage_text.started,id,cb,date,expName,psychopyVersion,frameRate,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/leftArrow.png,img/leftArrow.png,6,1,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-015-015-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,244.0418054999318,244.0418054999318,244.0418054999318,8,38.05893380008638,282.128982400056,3.770541082164329,284.25578629993834,284.25578629993834,284.25578629993834,284.2640885000583,284.46642960002646,284.6060806000605,288.13161679985933,288.13161679985933,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/leftArrow.png,img/leftArrow.png,7,0,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AF-218-157-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,1,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9549098196392785,288.13161679985933,288.13161679985933,288.13161679985933,288.17750480002724,288.3784857999999,288.48393710004166,292.19739430001937,292.19739430001937,['8'],1,[0.5857961000874639],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-029-024-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8577154308617234,292.19739430001937,292.19739430001937,292.19739430001937,292.24123809998855,292.4462105999701,292.5496231999714,296.1717815999873,296.1717815999873,['1'],1,[0.36453330027870834],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-WF-203-229-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.625250501002004,296.1717815999873,296.1717815999873,296.1717815999873,296.20712799998,296.41026889998466,296.524534399854,299.92368129990064,299.92368129990064,['8'],1,[0.3291670000180602],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-635-010-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9268537074148298,299.92368129990064,299.92368129990064,299.92368129990064,299.9505231999792,300.15943289990537,300.2767815999687,303.9736364998389,303.9736364998389,['1'],1,[0.33539740019477904],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/leftArrow.png,img/rightArrow.png,img/rightArrow.png,8,0,left,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-213-188-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,5,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5831663326653307,303.9736364998389,303.9736364998389,303.9736364998389,304.00528099993244,304.20910579990596,304.32429539994337,307.67047979985364,307.67047979985364,['1'],1,[0.47877810010686517],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BF-005-001-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6092184368737477,307.67047979985364,307.67047979985364,307.67047979985364,307.71055309986696,307.9120847999584,308.0225583000574,311.40958620002493,311.40958620002493,['8'],1,[0.3765684000682086],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-BM-231-155-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,7,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7935871743486973,311.40958620002493,311.40958620002493,311.40958620002493,311.4359076998662,311.6365849999711,311.75899989996105,315.32558179995976,315.32558179995976,['8'],1,[0.28777460008859634],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-AM-237-154-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,3.846693386773547,315.32558179995976,315.32558179995976,315.32558179995976,315.35672829998657,315.5603863999713,315.67886770004407,319.30844839988276,319.30844839988276,['8'],1,[0.41456960001960397],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
csv_files/a_halfV_trialTable_practice.csv,img/rightArrow.png,img/rightArrow.png,img/rightArrow.png,5,1,right,"[0, 0]","[0.0385, 0]","[-0.0385, 0]",img/neutralC/CFD-IM-615-167-N.jpg,"[0.035, 0.035]",,,,,,,,0,0,0,0,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.875751503006012,319.30844839988276,319.30844839988276,319.30844839988276,319.32612310000695,319.5310755998362,319.65798439993523,323.3082425999455,323.3082425999455,"['1', '8']",0,"[0.27722170017659664, 0.4032581001520157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200014,B,2022-10-19_17h51.48.464,mfe_b,2022.2.4,241.17888236899822,
