prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,fix.started,fix.stopped,id,cb,friendly,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.239108559995657,None,,,,,,,,
