prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,cb.started,cb.stopped,cb_slider.response,cb_slider.rt,cb_slider.started,cb_slider.stopped,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,id,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.647519600000123,None,5.0,4.085056899999927,13.647519600000123,None,24.18672030000016,None,24.686868100000083,None,8,24.686868100000083,None,space,1.6640779999997903,24.686868100000083,None,,,,,,,,,,1,2022-08-05_00h41.51.765,face_flanker_v1,2022.1.4,59.987390650493914,
,,,,,,,,,,,,,,,,,,,,,,,,,26.3702245999998,None,,26.3702245999998,None,space,0.3815829999998641,26.3702245999998,None,1,2022-08-05_00h41.51.765,face_flanker_v1,2022.1.4,59.987390650493914,
