prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,whichSurpriseBlock,instructsurpA1,instructsurpA2,newKey,taskTextSource,instructfrA1,instructfrA2,FriendlyKey,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,id,cb,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,12.128929700000299,None,12.628981200000453,None, ,12.628981200000453,None,space,0.3184648999995261,12.628981200000453,None,,,,,,,,,,,,,,,,,,,,,B,2022-08-07_14h24.12.099,face_flanker_v1,2022.1.4,59.96045008710516,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.979200800000399,None,,12.979200800000399,None,space,0.400164799999402,12.979200800000399,None,,,,,,,,,,,,B,2022-08-07_14h24.12.099,face_flanker_v1,2022.1.4,59.96045008710516,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.396198500000537,None,8,0.9256266000002142,,,,,,,,B,2022-08-07_14h24.12.099,face_flanker_v1,2022.1.4,59.96045008710516,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.379291000000194,None,8,0.5887678999997661,14.379291000000194,None,,,,,,,
