cb.started,cb.stopped,cb_slider.response,cb_slider.rt,cb_slider.started,cb_slider.stopped,id,date,expName,psychopyVersion,frameRate,
13.29762810000011,None,2.0046295523643494,6.556563500000266,13.29762810000011,None,,,,,,
