cb.started,cb.stopped,cb_slider.response,cb_slider.rt,cb_slider.started,cb_slider.stopped,id,date,expName,psychopyVersion,frameRate,
14.492653799999971,None,7.0,6.31150579999985,14.492653799999971,None,,,,,,
