prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,whichSurpriseBlock,firstQ,secondQ,first_labelsO,sec_labelsO,first_ticksO,second_ticksO,first_posQ,first_posScale,second_posQ,second_posScale,taskTextSource,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,surp_csv_name,counterbalance,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,id,cb,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.389887299999828,None,16.889895700000125,None,,16.889895700000125,None,space,0.6423001999992266,16.889895700000125,None,,,,,,,,,,,,,,,,,,,,,A,2022-08-07_15h39.01.172,face_flanker_v1,2022.1.4,60.01835361254706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5581216999999,None, ,17.5581216999999,None,space,0.46580940000058035,17.5581216999999,None,,,,,,,,,,,,A,2022-08-07_15h39.01.172,face_flanker_v1,2022.1.4,60.01835361254706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.056840799999918,None,8,0.5019594999994297,,,,,,,,A,2022-08-07_15h39.01.172,face_flanker_v1,2022.1.4,60.01835361254706,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.61698570000044,None,8,0.39696399999957066,18.61698570000044,None,,,,,,,
