middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face558_-45.png,img/renders/face558_-45.png,img/renders/face558_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face563_-45.png,img/renders/face563_45.png,img/renders/face563_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face695_45.png,img/renders/face695_45.png,img/renders/face695_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face919_45.png,img/renders/face919_45.png,img/renders/face919_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face582_-45.png,img/renders/face582_45.png,img/renders/face582_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face169_45.png,img/renders/face169_45.png,img/renders/face169_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face956_45.png,img/renders/face956_45.png,img/renders/face956_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face003_45.png,img/renders/face003_-45.png,img/renders/face003_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face593_-45.png,img/renders/face593_-45.png,img/renders/face593_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face072_-45.png,img/renders/face072_45.png,img/renders/face072_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face969_45.png,img/renders/face969_-45.png,img/renders/face969_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face057_45.png,img/renders/face057_45.png,img/renders/face057_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face300_45.png,img/renders/face300_-45.png,img/renders/face300_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face964_45.png,img/renders/face964_-45.png,img/renders/face964_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face958_45.png,img/renders/face958_45.png,img/renders/face958_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face989_-45.png,img/renders/face989_-45.png,img/renders/face989_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face542_45.png,img/renders/face542_-45.png,img/renders/face542_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face250_45.png,img/renders/face250_-45.png,img/renders/face250_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face276_-45.png,img/renders/face276_-45.png,img/renders/face276_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face436_-45.png,img/renders/face436_-45.png,img/renders/face436_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face378_-45.png,img/renders/face378_-45.png,img/renders/face378_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face415_-45.png,img/renders/face415_45.png,img/renders/face415_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face164_-45.png,img/renders/face164_-45.png,img/renders/face164_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face310_-45.png,img/renders/face310_45.png,img/renders/face310_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face823_45.png,img/renders/face823_45.png,img/renders/face823_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face944_45.png,img/renders/face944_-45.png,img/renders/face944_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face299_-45.png,img/renders/face299_45.png,img/renders/face299_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face687_45.png,img/renders/face687_45.png,img/renders/face687_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face188_45.png,img/renders/face188_-45.png,img/renders/face188_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face339_-45.png,img/renders/face339_-45.png,img/renders/face339_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face368_-45.png,img/renders/face368_45.png,img/renders/face368_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face748_-45.png,img/renders/face748_45.png,img/renders/face748_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
