middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face242_-45.png,img/renders/face242_45.png,img/renders/face242_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face394_-45.png,img/renders/face394_45.png,img/renders/face394_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face163_45.png,img/renders/face163_-45.png,img/renders/face163_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face127_-45.png,img/renders/face127_-45.png,img/renders/face127_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face309_45.png,img/renders/face309_45.png,img/renders/face309_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face863_-45.png,img/renders/face863_45.png,img/renders/face863_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face813_-45.png,img/renders/face813_45.png,img/renders/face813_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face078_-45.png,img/renders/face078_45.png,img/renders/face078_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face974_-45.png,img/renders/face974_-45.png,img/renders/face974_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face565_45.png,img/renders/face565_45.png,img/renders/face565_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face273_45.png,img/renders/face273_-45.png,img/renders/face273_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face949_45.png,img/renders/face949_45.png,img/renders/face949_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face268_45.png,img/renders/face268_-45.png,img/renders/face268_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face241_-45.png,img/renders/face241_-45.png,img/renders/face241_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face771_45.png,img/renders/face771_45.png,img/renders/face771_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face233_45.png,img/renders/face233_-45.png,img/renders/face233_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face714_-45.png,img/renders/face714_-45.png,img/renders/face714_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face091_45.png,img/renders/face091_45.png,img/renders/face091_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face024_-45.png,img/renders/face024_-45.png,img/renders/face024_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face588_-45.png,img/renders/face588_45.png,img/renders/face588_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face938_45.png,img/renders/face938_-45.png,img/renders/face938_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face110_-45.png,img/renders/face110_-45.png,img/renders/face110_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face254_45.png,img/renders/face254_45.png,img/renders/face254_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face498_45.png,img/renders/face498_45.png,img/renders/face498_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face549_45.png,img/renders/face549_-45.png,img/renders/face549_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face271_-45.png,img/renders/face271_-45.png,img/renders/face271_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face397_-45.png,img/renders/face397_45.png,img/renders/face397_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face088_45.png,img/renders/face088_-45.png,img/renders/face088_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face315_-45.png,img/renders/face315_45.png,img/renders/face315_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face722_-45.png,img/renders/face722_-45.png,img/renders/face722_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face666_45.png,img/renders/face666_45.png,img/renders/face666_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face370_45.png,img/renders/face370_-45.png,img/renders/face370_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
