middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face587_45.png,img/renders/face587_-45.png,img/renders/face587_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face336_-45.png,img/renders/face336_45.png,img/renders/face336_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face290_45.png,img/renders/face290_45.png,img/renders/face290_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face729_-45.png,img/renders/face729_45.png,img/renders/face729_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face632_45.png,img/renders/face632_45.png,img/renders/face632_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face708_-45.png,img/renders/face708_45.png,img/renders/face708_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face248_45.png,img/renders/face248_45.png,img/renders/face248_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face968_45.png,img/renders/face968_-45.png,img/renders/face968_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face997_-45.png,img/renders/face997_45.png,img/renders/face997_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face332_-45.png,img/renders/face332_-45.png,img/renders/face332_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face171_45.png,img/renders/face171_45.png,img/renders/face171_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face159_-45.png,img/renders/face159_-45.png,img/renders/face159_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face518_-45.png,img/renders/face518_-45.png,img/renders/face518_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face469_45.png,img/renders/face469_-45.png,img/renders/face469_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face194_-45.png,img/renders/face194_45.png,img/renders/face194_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face803_45.png,img/renders/face803_-45.png,img/renders/face803_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face573_-45.png,img/renders/face573_-45.png,img/renders/face573_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face151_45.png,img/renders/face151_45.png,img/renders/face151_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face404_45.png,img/renders/face404_45.png,img/renders/face404_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face374_45.png,img/renders/face374_45.png,img/renders/face374_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face777_-45.png,img/renders/face777_-45.png,img/renders/face777_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face042_-45.png,img/renders/face042_-45.png,img/renders/face042_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face439_-45.png,img/renders/face439_45.png,img/renders/face439_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face490_-45.png,img/renders/face490_-45.png,img/renders/face490_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face749_45.png,img/renders/face749_45.png,img/renders/face749_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face201_45.png,img/renders/face201_-45.png,img/renders/face201_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face192_-45.png,img/renders/face192_45.png,img/renders/face192_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face283_-45.png,img/renders/face283_45.png,img/renders/face283_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face079_45.png,img/renders/face079_-45.png,img/renders/face079_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face570_-45.png,img/renders/face570_-45.png,img/renders/face570_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face509_45.png,img/renders/face509_-45.png,img/renders/face509_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face238_45.png,img/renders/face238_-45.png,img/renders/face238_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
