middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face175_-45.png,img/renders/face175_45.png,img/renders/face175_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face654_-45.png,img/renders/face654_45.png,img/renders/face654_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face532_-45.png,img/renders/face532_45.png,img/renders/face532_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face069_45.png,img/renders/face069_-45.png,img/renders/face069_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face616_45.png,img/renders/face616_-45.png,img/renders/face616_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face903_45.png,img/renders/face903_-45.png,img/renders/face903_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face005_45.png,img/renders/face005_45.png,img/renders/face005_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face496_-45.png,img/renders/face496_-45.png,img/renders/face496_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face316_-45.png,img/renders/face316_45.png,img/renders/face316_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face637_45.png,img/renders/face637_45.png,img/renders/face637_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face766_45.png,img/renders/face766_45.png,img/renders/face766_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face982_-45.png,img/renders/face982_45.png,img/renders/face982_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face661_-45.png,img/renders/face661_-45.png,img/renders/face661_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face089_-45.png,img/renders/face089_-45.png,img/renders/face089_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face736_45.png,img/renders/face736_45.png,img/renders/face736_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face513_45.png,img/renders/face513_-45.png,img/renders/face513_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face976_45.png,img/renders/face976_45.png,img/renders/face976_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face200_-45.png,img/renders/face200_45.png,img/renders/face200_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face278_-45.png,img/renders/face278_-45.png,img/renders/face278_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face665_-45.png,img/renders/face665_45.png,img/renders/face665_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face258_-45.png,img/renders/face258_-45.png,img/renders/face258_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face182_45.png,img/renders/face182_-45.png,img/renders/face182_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face867_-45.png,img/renders/face867_45.png,img/renders/face867_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face239_45.png,img/renders/face239_45.png,img/renders/face239_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face780_-45.png,img/renders/face780_-45.png,img/renders/face780_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face742_45.png,img/renders/face742_45.png,img/renders/face742_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face667_45.png,img/renders/face667_-45.png,img/renders/face667_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face077_45.png,img/renders/face077_-45.png,img/renders/face077_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face980_45.png,img/renders/face980_-45.png,img/renders/face980_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face798_-45.png,img/renders/face798_-45.png,img/renders/face798_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face184_-45.png,img/renders/face184_-45.png,img/renders/face184_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face860_45.png,img/renders/face860_45.png,img/renders/face860_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
