middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face705_-45.png,img/renders/face705_-45.png,img/renders/face705_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face034_-45.png,img/renders/face034_45.png,img/renders/face034_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face503_-45.png,img/renders/face503_-45.png,img/renders/face503_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face352_-45.png,img/renders/face352_-45.png,img/renders/face352_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face320_45.png,img/renders/face320_45.png,img/renders/face320_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face945_45.png,img/renders/face945_-45.png,img/renders/face945_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face635_-45.png,img/renders/face635_-45.png,img/renders/face635_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face222_-45.png,img/renders/face222_45.png,img/renders/face222_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face053_45.png,img/renders/face053_-45.png,img/renders/face053_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face925_-45.png,img/renders/face925_45.png,img/renders/face925_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face337_45.png,img/renders/face337_-45.png,img/renders/face337_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face953_45.png,img/renders/face953_-45.png,img/renders/face953_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face865_-45.png,img/renders/face865_-45.png,img/renders/face865_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face481_45.png,img/renders/face481_-45.png,img/renders/face481_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face785_45.png,img/renders/face785_45.png,img/renders/face785_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face506_-45.png,img/renders/face506_-45.png,img/renders/face506_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face252_45.png,img/renders/face252_45.png,img/renders/face252_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face501_-45.png,img/renders/face501_-45.png,img/renders/face501_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face595_45.png,img/renders/face595_45.png,img/renders/face595_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face610_45.png,img/renders/face610_45.png,img/renders/face610_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face933_-45.png,img/renders/face933_45.png,img/renders/face933_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face293_45.png,img/renders/face293_45.png,img/renders/face293_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face575_45.png,img/renders/face575_45.png,img/renders/face575_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face872_-45.png,img/renders/face872_45.png,img/renders/face872_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face809_45.png,img/renders/face809_-45.png,img/renders/face809_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face114_-45.png,img/renders/face114_45.png,img/renders/face114_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face181_-45.png,img/renders/face181_45.png,img/renders/face181_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face187_-45.png,img/renders/face187_45.png,img/renders/face187_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face331_-45.png,img/renders/face331_-45.png,img/renders/face331_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face324_45.png,img/renders/face324_-45.png,img/renders/face324_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face618_45.png,img/renders/face618_-45.png,img/renders/face618_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face380_45.png,img/renders/face380_45.png,img/renders/face380_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
