middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face149_45.png,img/renders/face149_45.png,img/renders/face149_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face160_45.png,img/renders/face160_45.png,img/renders/face160_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face119_-45.png,img/renders/face119_45.png,img/renders/face119_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face479_-45.png,img/renders/face479_45.png,img/renders/face479_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face382_-45.png,img/renders/face382_45.png,img/renders/face382_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face249_45.png,img/renders/face249_-45.png,img/renders/face249_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face757_-45.png,img/renders/face757_-45.png,img/renders/face757_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face516_-45.png,img/renders/face516_45.png,img/renders/face516_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face909_45.png,img/renders/face909_-45.png,img/renders/face909_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face274_45.png,img/renders/face274_45.png,img/renders/face274_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face437_45.png,img/renders/face437_45.png,img/renders/face437_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face732_45.png,img/renders/face732_-45.png,img/renders/face732_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face080_-45.png,img/renders/face080_-45.png,img/renders/face080_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face048_-45.png,img/renders/face048_45.png,img/renders/face048_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face685_45.png,img/renders/face685_-45.png,img/renders/face685_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face606_-45.png,img/renders/face606_-45.png,img/renders/face606_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face311_45.png,img/renders/face311_-45.png,img/renders/face311_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face789_-45.png,img/renders/face789_-45.png,img/renders/face789_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face251_45.png,img/renders/face251_45.png,img/renders/face251_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face016_-45.png,img/renders/face016_45.png,img/renders/face016_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face692_45.png,img/renders/face692_-45.png,img/renders/face692_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face002_45.png,img/renders/face002_-45.png,img/renders/face002_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face664_45.png,img/renders/face664_45.png,img/renders/face664_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face261_-45.png,img/renders/face261_-45.png,img/renders/face261_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face291_45.png,img/renders/face291_45.png,img/renders/face291_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face900_-45.png,img/renders/face900_45.png,img/renders/face900_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face519_-45.png,img/renders/face519_-45.png,img/renders/face519_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face827_45.png,img/renders/face827_-45.png,img/renders/face827_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face605_-45.png,img/renders/face605_-45.png,img/renders/face605_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face198_-45.png,img/renders/face198_45.png,img/renders/face198_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face227_45.png,img/renders/face227_45.png,img/renders/face227_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face912_-45.png,img/renders/face912_-45.png,img/renders/face912_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
