middleStim,leftStim,rightStim,stimNum,congruent,target,locationC,locationR,locationL
img/renders/face505_45.png,img/renders/face505_-45.png,img/renders/face505_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face045_-45.png,img/renders/face045_-45.png,img/renders/face045_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face843_-45.png,img/renders/face843_-45.png,img/renders/face843_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face375_-45.png,img/renders/face375_45.png,img/renders/face375_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face116_-45.png,img/renders/face116_45.png,img/renders/face116_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face724_45.png,img/renders/face724_-45.png,img/renders/face724_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face533_-45.png,img/renders/face533_-45.png,img/renders/face533_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face030_45.png,img/renders/face030_-45.png,img/renders/face030_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face895_45.png,img/renders/face895_-45.png,img/renders/face895_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face157_45.png,img/renders/face157_45.png,img/renders/face157_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face778_-45.png,img/renders/face778_45.png,img/renders/face778_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face527_-45.png,img/renders/face527_45.png,img/renders/face527_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face891_45.png,img/renders/face891_-45.png,img/renders/face891_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face047_-45.png,img/renders/face047_45.png,img/renders/face047_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face992_45.png,img/renders/face992_45.png,img/renders/face992_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face959_-45.png,img/renders/face959_45.png,img/renders/face959_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face466_-45.png,img/renders/face466_45.png,img/renders/face466_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face136_-45.png,img/renders/face136_-45.png,img/renders/face136_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face940_-45.png,img/renders/face940_-45.png,img/renders/face940_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face039_45.png,img/renders/face039_45.png,img/renders/face039_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face137_-45.png,img/renders/face137_-45.png,img/renders/face137_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face760_45.png,img/renders/face760_-45.png,img/renders/face760_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face765_-45.png,img/renders/face765_-45.png,img/renders/face765_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face658_45.png,img/renders/face658_-45.png,img/renders/face658_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face694_45.png,img/renders/face694_45.png,img/renders/face694_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face670_-45.png,img/renders/face670_45.png,img/renders/face670_45.png,8,0,left,"[-0.058,0]","[.14,0]","[-.14,0]"
img/renders/face596_45.png,img/renders/face596_45.png,img/renders/face596_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face025_45.png,img/renders/face025_45.png,img/renders/face025_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face487_45.png,img/renders/face487_-45.png,img/renders/face487_-45.png,7,0,right,"[0.058,0]","[.14,0]","[-.14,0]"
img/renders/face911_45.png,img/renders/face911_45.png,img/renders/face911_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face014_45.png,img/renders/face014_45.png,img/renders/face014_45.png,5,1,right,"[0,0]","[.13,0]","[-.13,0]"
img/renders/face118_-45.png,img/renders/face118_-45.png,img/renders/face118_-45.png,6,1,left,"[0,0]","[.13,0]","[-.13,0]"
